Year,WeekNumber,StoreID,Product,Price,OnFlyer,Discount,Units,SalesAmt,GrossMargin,Transactions
2021,51,CA1332,Aussie,4.99,No,0%,12,59.88,26.28,12
2021,9,CA1296,Aussie,4.99,No,0.0,17,84.83,37.23,17
2021,35,CA2122,Pantene,6.79,Yes,0.15,2,13.58,5.38,2
2021,40,CA1077,Aussie,4.99,No,0.0,12,59.88,26.28,11
2021,5,CA1788,Pantene,7.99,No,0.0,6,47.94,23.34,6
2021,1,CA1491,Aussie,4.99,No,0%,9,44.91,19.71,9
2021,2,CA1440,AUSSIE,3.99, Yes,20%,19,75.81,22.61,14
2021,2,CA1351,Aussie,3.99, Yes,0.2,24,95.76,28.56,18
2021,41,CA2084,Aussie,3.99,YES,0.2,3,11.97,3.57,2
2022,9,CA2115,Pantene,4.79,YES,0.4,6,28.74,4.14,4
2021,25,CA1565,aussie,4.99,No,0%,7,34.93,15.33,7
2021,27,CA1399,Aussie,4.99,No,0.0,14,69.86,30.66,14
2021,34,CA1180,Aussie,2.99,Yes,0.4,91,272.09,17.29,36
2022,9,CA2053,PANTENE,4.79,Yes,0.4,5,23.95,3.45,4
2021,44,CA2264,Aussie,3.99,YES,0.2,3,11.97,3.57,2
2021,20,CA2109,Aussie,4.99,No,0.0,2,9.98,4.38,2
2021,31,CA2165,Pantene,5.49,no,0.3,3,16.47,4.17,2
2021,18,CA2059,Pantene,5.49,Yes,0.3,4,21.96,5.56,3
2021,26,CA1923,Aussie,3.49,YES,30.0,15,52.35,10.35,8
2021,42,CA1764,Aussie,2.99,Yes,0.4,36,107.64,6.84,14
2021,46,CA1253,Aussie,4.99,No,0.0,18,89.82,39.42,17
2021,45,CA2237,Pantene,4.49,Yes,0.45,6,26.94,2.34,3
2021,20,CA1247,pantene,6.49,YES,20%,23,149.27,54.97,21
2021,51,CA2186,Pantene,5.49,YES,0.3,3,16.47,4.17,2
2021,41,CA1616,Aussie,3.99,Yes,0.2,23,91.77,27.37,17
2021,43,CA1391,AUSSIE,4.99,No,0.0,13,64.87,28.47,12
2021,50,CA2246,Aussie,3.29,No,0.35,6,19.74,2.94,3
2021,15,CA1724,Aussie,4.29,Yes,15.0,8,34.32,12.06,6
2021,44,CA1026,aussie,3.99,Yes,20%,35,139.65,41.65,27
2021,30,CA2239,Pantene,5.49,Yes,0.3,2,10.98,2.78,2
2021,27,CA1552, Aussie,4.99,no,0.0,11,54.89,24.09,11
2021,10,CA1699,Aussie,3.49,Yes,0.3,29,101.21,20.01,17
2021,4,CA1846,Pantene,7.49,Yes,0.05,6,44.94,20.34,6
2021,16,CA1166, Aussie,3.29,Yes,0.35,70,230.3,34.3,32
2021,43,CA1138,Aussie,4.99,No,0.0,12,59.88,26.28,12
2021,38,CA1568,Aussie,4.99,No,0.0,7,34.93,15.33,6
2021,40,CA1889, Pantene,5.29,Yes,0.35,17,89.93,20.23,14
2021,38,CA1649,Pantene,7.99,No,0.0,6,47.94,23.34,6
2021,52,CA1742, Aussie,3.29,Yes,0.35,29,95.41,14.21,13
2021,31,CA1154,AUSSIE,3.49,Yes,0.3,50,174.5,34.5,29
2021,26,CA2064,Aussie,3.49,Yes,0.3,8,27.92,5.52,5
2021,13,CA1566,Pantene,6.79,Yes,0.15,14,95.06,37.66,13
2021,27,CA1704,Aussie,4.99,No,0.0,6,29.94,13.14,6
2022,1,CA1960,Pantene,5.49, Yes,30.0,11,60.39,15.29,9
2021,16,CA1145,Aussie,3.29,YES,0.35,67,220.43,32.83,30
2022,3,CA1249, Pantene,7.99,No,0.0,13,103.87,50.57,13
2021,48,CA1712,aussie,4.99,No,0.0,8,39.92,17.52,7
2022,2,CA1308,Pantene,5.49,NO,0.3,28,153.72,38.92,22
2021,17,CA1962,PANTENE,7.99,No,0.0,4,31.96,15.56,4
2021,33,CA2196,Pantene,7.99,No,0%,1,7.99,3.89,1
2021,49,CA2259,pantene,7.99,No,0.0,1,7.99,3.89,1
2021,1,CA1798,Aussie,4.99,No,0%,5,24.95,10.95,5
2021,3,CA2062,Aussie,2.99,Yes,0.4,12,35.88,2.28,5
2021,6,CA2279,PANTENE,3.99,YES,0.5,2,7.98,-0.22,1
2022,6,CA1544, Pantene,3.99,Yes,50%,41,163.59,-4.51,19
2021,22,CA1401,AUSSIE,4.99,no,0.0,16,79.84,35.04,15
2021,25,CA1008,Pantene,6.79,Yes,0.15,19,129.01,51.11,18
2021,37,CA1384,Aussie,4.99,no,0.0,13,64.87,28.47,13
2021,5,CA1319, Pantene,7.99,No,0.0,8,63.92,31.12,8
2021,16,CA1425,aussie,3.29,Yes,0.35,47,154.63,23.03,21
2022,14,CA1704,pantene,6.79,Yes,0.15,7,47.53,18.83,6
2021,1,CA1418,Aussie,4.99,no,0.0,16,79.84,35.04,15
2021,32,CA1580, Pantene,7.99,No,0%,7,55.93,27.23,7
2021,30,CA1488,Pantene,5.49,Yes,0.3,15,82.35,20.85,12
2021,10,CA1669,Aussie,3.49,Yes,0.3,31,108.19,21.39,18
2021,28,CA1216,pantene,3.99,Yes,0.5,91,363.09,-10.01,43
2021,4,CA1577,pantene,7.49,Yes,0.05,8,59.92,27.12,8
2021,8,CA1647,Pantene,7.99,No,0.0,8,63.92,31.12,8
2021,8,CA2034,Aussie,2.99,Yes,40%,36,107.64,6.84,14
2021,36,CA1393,Aussie,4.29,Yes,15%,20,85.8,30.14,17
2021,13,CA1443,Aussie,3.49,Yes,0.3,23,80.27,15.87,13
2021,43,CA1572,aussie,4.99,No,0.0,11,54.89,24.09,11
2021,44,CA2257,Pantene,7.99,No,0.0,1,7.99,3.89,1
2021,11,CA1964,Aussie,3.49,No,0.3,15,52.35,10.35,8
2021,17,CA1686,aussie,4.99,NO,0.0,11,54.89,24.09,11
2021,6,CA1457,Pantene,3.99,Yes,0.5,52,207.48,-5.72,23
2021,6,CA2081,aussie,3.99,No,0.2,3,11.97,3.57,2
2022,14,CA2192, Pantene,6.79,Yes,15.0,2,13.58,5.38,2
2021,24,CA1390,aussie,3.49, No,0.3,32,111.68,22.08,17
2021,16,CA1588,Aussie,3.29,Yes,0.35,31,101.99,15.19,14
2022,1,CA2130,Pantene,5.49,Yes,0.3,3,16.47,4.17,2
2021,32,CA1196,AUSSIE,3.49,no,30%,47,164.03,32.43,26
2021,49,CA2250,Aussie,3.29,Yes,35.0,6,19.74,2.94,3
2021,45,CA1110,Aussie,3.29,Yes,35%,50,164.5,24.5,22
2021,30,CA1418,Aussie,4.99,NO,0.0,16,79.84,35.04,15
2021,1,CA1865,pantene,7.99, No,0.0,5,39.95,19.45,5
2021,13,CA1069,Aussie,3.49,YES,0.3,57,198.93,39.33,33
2022,9,CA1428,pantene,4.79,Yes,0.4,29,138.91,20.01,20
2021,44,CA1688, Pantene,7.99,NO,0%,5,39.95,19.45,5
2021,17,CA1864,PANTENE,7.99,No,0.0,4,31.96,15.56,4
2021,52,CA1235,Pantene,7.99,No,0%,14,111.86,54.46,13
2021,28,CA1578,Pantene,3.99,Yes,0.5,56,223.44,-6.16,26
2021,39,CA2222,Aussie,2.49,Yes,0.5,10,24.9,-3.1,3
2021,33,CA1810,Pantene,7.99,No,0%,4,31.96,15.56,4
2021,50,CA1995,Aussie,3.29,No,0.35,19,62.51,9.31,8
2021,13,CA1898,Pantene,6.79,Yes,0.15,8,54.32,21.52,7
2021,41,CA1308, Pantene,7.99,No,0.0,13,103.87,50.57,13
2021,47,CA1257,Aussie,2.99, Yes,40.0,58,173.42,11.02,23
2021,19,CA2199,Pantene,6.79,Yes,0.15,2,13.58,5.38,2
2021,37,CA1976,Aussie,4.99,No,0.0,6,29.94,13.14,6
2021,5,CA2244,Aussie,3.99,Yes,0.2,2,7.98,2.38,2
2021,32,CA1399,Aussie,3.49,No,0.3,40,139.6,27.6,22
2021,52,CA2136,Pantene,7.99,No,0.0,2,15.98,7.78,2
2021,33,CA1484,Pantene,7.99,NO,0.0,7,55.93,27.23,7
2022,1,CA1400,Pantene,5.49,Yes,0.3,31,170.19,43.09,25
2021,45,CA1523,Pantene,4.49,Yes,0.45,40,179.6,15.6,23
2021,20,CA1410,Aussie,4.99,no,0.0,17,84.83,37.23,17
2021,34,CA1416,Pantene,3.99,Yes,0.5,92,367.08,-10.12,43
2021,23,CA2277,Aussie,3.49,Yes,0.3,2,6.98,1.38,1
2021,25,CA1009,Aussie,4.99,No,0.0,14,69.86,30.66,14
2021,48,CA1201,AUSSIE,4.99,No,0.0,13,64.87,28.47,13
2021,40,CA1045, Aussie,4.99,no,0%,18,89.82,39.42,17
2021,38,CA1881,aussie,4.99,No,0.0,5,24.95,10.95,5
2021,28,CA1524,Aussie,3.99,Yes,0.2,21,83.79,24.99,16
2021,48,CA1882,Pantene,7.49,Yes,5%,6,44.94,20.34,6
2021,17,CA2055,Pantene,7.99,No,0.0,2,15.98,7.78,2
2021,44,CA2093,Pantene,7.99,No,0.0,1,7.99,3.89,1
2021,43,CA1783,Pantene,6.49,yes,0.2,7,45.43,16.73,6
2021,49,CA1040,Aussie,3.29,Yes,0.35,53,174.37,25.97,23
2021,10,CA2058,Pantene,7.99,No,0.0,2,15.98,7.78,2
2022,14,CA1395,Pantene,6.79,Yes,0.15,17,115.43,45.73,16
2021,38,CA1107,Aussie,4.99,No,0.0,13,64.87,28.47,13
2021,33,CA1588,Pantene,7.99,No,0.0,6,47.94,23.34,5
2021,5,CA2206,Aussie,3.99,Yes,0.2,4,15.96,4.76,3
2022,5,CA1685,pantene,7.99,No,0.0,6,47.94,23.34,6
2021,23,CA1657,Aussie,3.49,Yes,30%,37,129.13,25.53,21
2021,22,CA1339,Aussie,4.99,No,0.0,14,69.86,30.66,14
2022,5,CA1767,Pantene,7.99,No,0%,5,39.95,19.45,5
2021,22,CA2221,Aussie,4.99,No,0.0,1,4.99,2.19,1
2021,52,CA1380,Pantene,7.99,No,0%,11,87.89,42.79,11
2021,19,CA1570,Pantene,6.79,Yes,15.0,14,95.06,37.66,13
2021,32,CA1567,Aussie,3.49,NO,0.3,29,101.21,20.01,16
2021,18,CA1316,Aussie,3.99,Yes,0.2,25,99.75,29.75,19
2022,9,CA1125,Pantene,4.79,Yes,0.4,45,215.55,31.05,31
2021,40,CA1395,Pantene,5.29,Yes,0.35,36,190.44,42.84,28
2021,30,CA1249,Aussie,4.99,No,0.0,17,84.83,37.23,17
2021,22,CA1841,Aussie,4.99,no,0.0,5,24.95,10.95,5
2021,40,CA1365,Aussie,4.99,No,0.0,14,69.86,30.66,14
2021,27,CA1697,Pantene,7.99,No,0%,6,47.94,23.34,6
2022,7,CA1045,Pantene,7.99,no,0%,14,111.86,54.46,14
2021,45,CA1472,PANTENE,4.49,Yes,45.0,46,206.54,17.94,26
2021,11,CA1285,Pantene,7.99,No,0.0,12,95.88,46.68,11
2021,15,CA2084,AUSSIE,4.29,Yes,15%,2,8.58,3.01,2
2021,29,CA1221,Aussie,3.99,No,0.2,19,75.81,22.61,14
2021,17,CA1101,AUSSIE,4.99,No,0.0,15,74.85,32.85,14
2021,13,CA1434,Aussie,3.49,YES,0.3,39,136.11,26.91,22
2022,10,CA1174,Pantene,7.99,No,0.0,14,111.86,54.46,13
2021,15,CA2065,AUSSIE,4.29,yes,0.15,3,12.87,4.52,2
2021,30,CA1267,Aussie,4.99,No,0.0,16,79.84,35.04,16
2021,46,CA2011,Aussie,4.99,no,0%,7,34.93,15.33,7
2021,19,CA1259,Aussie,3.29,Yes,0.35,57,187.53,27.93,25
2021,20,CA2192,Pantene,6.49,Yes,0.2,2,12.98,4.78,2
2021,14,CA1489,AUSSIE,4.99,No,0.0,9,44.91,19.71,9
2021,47,CA1764,pantene,6.79,Yes,15%,8,54.32,21.52,7
2022,6,CA1360,Pantene,3.99,yes,0.5,64,255.36,-7.04,29
2021,39,CA2148,Aussie,2.49,Yes,50.0,10,24.9,-3.1,3
2021,28,CA2220,Aussie,3.99,YES,20%,3,11.97,3.57,2
2021,17,CA1064,Pantene,7.99,No,0.0,14,111.86,54.46,13
2021,27,CA1711,Aussie,4.99,No,0.0,7,34.93,15.33,7
2022,4,CA1926,Pantene,4.79,Yes,0.4,13,62.27,8.97,8
2021,20,CA2089,Pantene,6.49,Yes,0.2,3,19.47,7.17,2
2021,3,CA1341,aussie,2.99,yes,0.4,89,266.11,16.91,34
2021,14,CA1268,Pantene,7.99, No,0.0,11,87.89,42.79,11
2021,47,CA1203,Pantene,6.79,Yes,0.15,14,95.06,37.66,13
2021,11,CA2140,Pantene,7.99,No,0.0,1,7.99,3.89,1
2021,8,CA2224,PANTENE,7.99,No,0.0,1,7.99,3.89,1
2022,5,CA1800,Pantene,7.99,No,0.0,5,39.95,19.45,5
2021,18,CA1787,Pantene,5.49,Yes,0.3,10,54.9,13.9,8
2021,40,CA1593,Pantene,5.29,Yes,0.35,24,126.96,28.56,19
2021,27,CA1118,Aussie,4.99,NO,0%,13,64.87,28.47,12
2021,4,CA1893,pantene,7.49,YES,0.05,5,37.45,16.95,5
2021,10,CA1956,Pantene,7.99,No,0.0,5,39.95,19.45,5
2021,9,CA1268,Aussie,4.99,No,0%,14,69.86,30.66,13
2021,31,CA1789,Aussie,3.49,Yes,0.3,20,69.8,13.8,12
2021,21,CA1461,Pantene,7.99,No,0.0,9,71.91,35.01,9
2021,20,CA2199,Aussie,4.99, No,0.0,1,4.99,2.19,1
2021,23,CA1683,PANTENE,7.99,no,0%,6,47.94,23.34,6
2021,27,CA1938,Aussie,4.99,No,0.0,6,29.94,13.14,5
2021,51,CA2061,Pantene,5.49,YES,0.3,3,16.47,4.17,2
2021,13,CA2190,Aussie,3.49,Yes,0.3,6,20.94,4.14,3
2021,17,CA2119,Pantene,7.99,No,0.0,2,15.98,7.78,1
2021,29,CA1667,PANTENE,6.49,Yes,0.2,9,58.41,21.51,8
2021,24,CA2261,Pantene,4.49,Yes,0.45,6,26.94,2.34,3
2021,18,CA1147,pantene,5.49,Yes,30.0,24,131.76,33.36,19
2021,15,CA1959,Aussie,4.29,Yes,0.15,7,30.03,10.55,6
2021,5,CA1437,pantene,7.99,no,0.0,8,63.92,31.12,8
2021,41,CA1019,PANTENE,7.99,No,0%,12,95.88,46.68,12
2022,10,CA1733,Pantene,7.99,No,0.0,6,47.94,23.34,6
2021,14,CA1784,Aussie,4.99,No,0%,5,24.95,10.95,5
2021,17,CA1195,Aussie,4.99,no,0%,19,94.81,41.61,18
2021,3,CA1349,Pantene,5.49, Yes,0.3,23,126.27,31.97,18
2021,29,CA1130,Pantene,6.49,Yes,0.2,18,116.82,43.02,16
2021,25,CA1077,Aussie,4.99,No,0.0,12,59.88,26.28,12
2021,37,CA1501,aussie,4.99, No,0.0,8,39.92,17.52,8
2021,26,CA1913,Aussie,3.49,Yes,0.3,23,80.27,15.87,13
2021,7,CA1194,Aussie,4.99,No,0.0,15,74.85,32.85,15
2021,7,CA1214,Aussie,4.99,No,0%,13,64.87,28.47,13
2021,47,CA1489,Pantene,6.79,Yes,0.15,10,67.9,26.9,10
2021,34,CA1519,Pantene,3.99,Yes,0.5,44,175.56,-4.84,21
2021,12,CA1589,Pantene,3.99,yes,0.5,55,219.45,-6.05,25
2021,2,CA1407,Aussie,3.99,Yes,20%,23,91.77,27.37,17
2022,12,CA1396, Pantene,3.99,Yes,0.5,57,227.43,-6.27,27
2021,29,CA2261,pantene,6.49,Yes,0.2,2,12.98,4.78,2
2021,12,CA1646,Pantene,3.99,Yes,50.0,43,171.57,-4.73,20
2021,15,CA1961,aussie,4.29,Yes,0.15,7,30.03,10.55,5
2021,45,CA2060,Pantene,4.49,Yes,0.45,9,40.41,3.51,5
2021,24,CA2012,PANTENE,4.49,Yes,45%,25,112.25,9.75,14
2021,18,CA1719, Aussie,3.99,Yes,20%,13,51.87,15.47,10
2021,42,CA1202,Aussie,2.99,Yes,0.4,87,260.13,16.53,34
2021,27,CA1493,Pantene,7.99,No,0.0,5,39.95,19.45,5
2021,13,CA1911,Aussie,3.49,Yes,0.3,23,80.27,15.87,13
2021,2,CA1652,Pantene,7.29,Yes,10%,6,43.74,19.14,6
2021,37,CA1129,Pantene,4.79,Yes,40%,36,172.44,24.84,25
2021,27,CA1259,Aussie,4.99,No,0.0,13,64.87,28.47,13
2021,31,CA2044,Aussie,3.49,Yes,0.3,6,20.94,4.14,4
2022,9,CA1063,Pantene,4.79,Yes,0.4,51,244.29,35.19,35
2021,8,CA1703,Pantene,7.99,No,0.0,5,39.95,19.45,5
2021,44,CA1927,Pantene,7.99,No,0.0,5,39.95,19.45,5
2021,25,CA1111,Aussie,4.99,No,0.0,14,69.86,30.66,13
2021,22,CA1314,Pantene,3.99,Yes,0.5,65,259.35,-7.15,30
2021,10,CA1058, Aussie,3.49,Yes,30%,59,205.91,40.71,34
2021,44,CA1156,Aussie,3.99,Yes,20.0,21,83.79,24.99,16
2021,30,CA1007,Aussie,4.99,No,0.0,16,79.84,35.04,16
2021,51,CA2016,aussie,4.99,No,0.0,4,19.96,8.76,4
2022,11,CA1340,Pantene,7.99,No,0.0,12,95.88,46.68,12
2021,4,CA1222,Pantene,7.49,Yes,0.05,14,104.86,47.46,13
2021,4,CA1442,Pantene,7.49,Yes,0.05,6,44.94,20.34,6
2021,3,CA1612,Aussie,2.99,yes,0.4,51,152.49,9.69,20
2021,4,CA1671,Pantene,7.49,Yes,0.05,9,67.41,30.51,8
2021,27,CA1350,Aussie,4.99,No,0.0,14,69.86,30.66,14
2021,33,CA1006, Aussie,,No,0.0,11,54.89,24.09,11
2022,6,CA1295,Pantene,3.99,Yes,0.5,80,319.2,-8.8,36
2021,14,CA1765,Pantene,7.99,No,0.0,4,31.96,15.56,4
2021,49,CA2214,pantene,7.99,No,0.0,1,7.99,3.89,1
2021,43,CA1935,Aussie,4.99,No,0%,6,29.94,13.14,6
2021,41,CA2272,Aussie,3.99,Yes,0.2,1,3.99,1.19,1
2021,23,CA2086,Pantene,7.99,no,0.0,2,15.98,7.78,2
2022,3,CA1884,Pantene,7.99,No,0.0,3,23.97,11.67,3
2021,10,CA1501,Pantene,7.99,no,0.0,7,55.93,27.23,7
2022,4,CA1964,Pantene,4.79,Yes,40.0,15,71.85,10.35,10
2022,15,CA2121,Pantene,6.79,No,0.15,1,6.79,2.69,1
2021,46,CA1775,aussie,4.99,No,0.0,5,24.95,10.95,5
2022,8,CA1790,Pantene,7.99,No,0%,5,39.95,19.45,5
2021,40,CA1308,Aussie,4.99,no,0.0,17,84.83,37.23,16
2021,37,CA1706,Pantene,4.79,Yes,0.4,22,105.38,15.18,15
2021,22,CA1619,aussie,4.99,No,0.0,10,49.9,21.9,10
2022,7,CA1953,pantene,7.99,No,0.0,4,31.96,15.56,4
2021,2,CA1829,AUSSIE,3.99,Yes,0.2,12,47.88,14.28,9
2021,46,CA1192,Pantene,4.49,No,0.45,55,246.95,21.45,31
2021,37,CA1070,Pantene,4.79,Yes,0.4,37,177.23,25.53,25
2021,37,CA1837,pantene,4.79,Yes,0.4,22,105.38,15.18,16
2021,2,CA2088,Pantene,7.29,YES,10.0,2,14.58,6.38,2
2021,20,CA1305, Pantene,6.49,Yes,0.2,22,142.78,52.58,20
2021,2,CA1650,Pantene,7.29,Yes,0.1,9,65.61,28.71,9
2021,52,CA1499,Aussie,3.29,Yes,35.0,47,154.63,23.03,21
2021,28,CA1539,Aussie,3.99,Yes,0.2,20,79.8,23.8,15
2021,49,CA2011,Aussie,3.29,YES,35.0,31,101.99,15.19,14
2021,48,CA1789,Aussie,4.99,NO,0.0,6,29.94,13.14,6
2021,10,CA1338,Aussie,3.49,Yes,0.3,39,136.11,26.91,22
2021,27,CA1462,Aussie,4.99,No,0.0,10,49.9,21.9,10
2021,7,CA1620,Pantene,7.99,No,0.0,7,55.93,27.23,6
2022,8,CA2029,pantene,7.99, No,0.0,5,39.95,19.45,5
2021,22,CA1722,Pantene,3.99,Yes,50.0,37,147.63,-4.07,17
2021,17,CA2053,Pantene,7.99,No,0.0,1,7.99,3.89,1
2021,40,CA1093,Pantene,5.29,Yes,0.35,43,227.47,51.17,33
2021,8,CA1041,Pantene,7.99,No,0.0,10,79.9,38.9,10
2021,42,CA1793,Pantene,5.29,Yes,0.35,12,63.48,14.28,9
2021,31,CA1373,Aussie,3.49,Yes,0.3,34,118.66,23.46,20
2021,46,CA1531,Pantene,4.49,no,0.45,24,107.76,9.36,14
2021,23,CA1399,Pantene,7.99,No,0.0,11,87.89,42.79,10
2021,42,CA1458,Aussie,2.99,Yes,0.4,42,125.58,7.98,16
2021,9,CA1988,Aussie,4.99,No,0%,4,19.96,8.76,4
2021,20,CA1899,aussie,4.99,No,0.0,5,24.95,10.95,5
2021,2,CA1762,Pantene,7.29,Yes,0.1,6,43.74,19.14,6
2021,35,CA2021,Aussie,4.99,No,0.0,4,19.96,8.76,4
2021,25,CA1600,Aussie,4.99,No,0.0,11,54.89,24.09,11
2021,27,CA1543,AUSSIE,4.99,No,0%,8,39.92,17.52,8
2021,21,CA2169,Aussie,2.99, Yes,40%,7,20.93,1.33,3
2021,47,CA2038,Aussie,2.99,Yes,0.4,34,101.66,6.46,13
2021,8,CA1735,Aussie,2.99,Yes,0.4,25,74.75,4.75,10
2021,12,CA1860,Pantene,3.99,Yes,0.5,40,159.6,-4.4,18
2021,46,CA1566,Aussie,4.99,no,0.0,12,59.88,26.28,12
2022,10,CA1463,Pantene,7.99, No,0.0,9,71.91,35.01,9
2022,12,CA1992,Pantene,3.99,Yes,0.5,20,79.8,-2.2,10
2022,14,CA1743,Pantene,6.79,Yes,0.15,6,40.74,16.14,6
2021,27,CA1869,Aussie,4.99,No,0.0,7,34.93,15.33,7
2021,48,CA2005,aussie,4.99,No,0%,7,34.93,15.33,7
2021,18,CA2007,Pantene,5.49,Yes,0.3,14,76.86,19.46,11
2022,14,CA1772,Pantene,6.79,YES,0.15,9,61.11,24.21,8
2021,3,CA1145,Aussie,2.99,Yes,0.4,80,239.2,15.2,31
2021,34,CA1181,Aussie,2.99, Yes,0.4,92,275.08,17.48,36
2021,22,CA1565,Aussie,4.99,No,0.0,7,34.93,15.33,7
2021,9,CA1476,Pantene,4.79,yes,0.4,35,167.65,24.15,23
2021,26,CA1410,Aussie,3.49,Yes,0.3,59,205.91,40.71,34
2021,50,CA1233,Aussie,3.29,no,35%,39,128.31,19.11,17
2021,8,CA1656,Aussie,2.99,Yes,0.4,37,110.63,7.03,14
2021,20,CA1085,Aussie,4.99,No,0.0,15,74.85,32.85,14
2021,28,CA1921,Pantene,3.99,Yes,0.5,20,79.8,-2.2,9
2021,46,CA1193, Aussie,4.99,No,0.0,12,59.88,26.28,12
2022,8,CA1496,Pantene,7.99,No,0.0,9,71.91,35.01,9
2021,23,CA2078, Aussie,3.49,Yes,0.3,8,27.92,5.52,5
2021,30,CA1938,Aussie,4.99,No,0.0,5,24.95,10.95,5
2022,10,CA1369,Pantene,7.99,No,0.0,15,119.85,58.35,14
2021,15,CA2237,Pantene,4.79,Yes,0.4,4,19.16,2.76,3
2021,50,CA2034,AUSSIE,3.29,No,0.35,26,85.54,12.74,11
2022,5,CA2179,Pantene,7.99,No,0.0,1,7.99,3.89,1
2021,7,CA1691,Aussie,4.99,No,0.0,12,59.88,26.28,11
2021,16,CA1827,pantene,7.99,No,0.0,6,47.94,23.34,6
2021,24,CA1313,Pantene,4.49, Yes,0.45,54,242.46,21.06,30
2021,28,CA1083,Aussie,3.99,Yes,20%,35,139.65,41.65,26
2021,22,CA2228,Pantene,3.99,Yes,0.5,7,27.93,-0.77,3
2021,34,CA2212,Aussie,2.99,Yes,0.4,5,14.95,0.95,2
2022,11,CA1946,Pantene,7.99,No,0.0,5,39.95,19.45,4
2021,37,CA1241,Pantene,4.79,Yes,0.4,44,210.76,30.36,30
2021,35,CA2110,Aussie,4.99,No,0.0,2,9.98,4.38,2
2021,52,CA2025,AUSSIE,3.29,Yes,0.35,30,98.7,14.7,13
2022,13,CA1219,Pantene,7.99,no,0%,14,111.86,54.46,14
2021,31,CA1894,Aussie,3.49,Yes,30.0,22,76.78,15.18,13
2021,8,CA1323,Pantene,7.99,No,0.0,8,63.92,31.12,8
2021,18,CA1377,Aussie,3.99,Yes,0.2,26,103.74,30.94,19
2021,41,CA2280,Aussie,3.99,Yes,0.2,1,3.99,1.19,1
2021,41,CA2141,aussie,3.99,Yes,0.2,4,15.96,4.76,3
2021,13,CA1040,Aussie,3.49,Yes,30.0,40,139.6,27.6,23
2021,33,CA1334,pantene,7.99,No,0.0,8,63.92,31.12,8
2021,40,CA2121,Pantene,5.29,YES,35.0,4,21.16,4.76,3
2021,16,CA1584,Pantene,7.99,No,0.0,6,47.94,23.34,6
2021,10,CA1945,Aussie,3.49, Yes,0.3,19,66.31,13.11,11
2021,3,CA1758,Pantene,5.49,YES,0.3,14,76.86,19.46,11
2021,10,CA2144,aussie,3.49,Yes,0.3,6,20.94,4.14,4
2021,1,CA2260,Aussie,4.99,No,0.0,1,4.99,2.19,1
2021,28,CA2111,PANTENE,3.99,Yes,0.5,10,39.9,-1.1,5
2021,42,CA1334,PANTENE,5.29,Yes,0.35,27,142.83,32.13,21
2021,38,CA1524,PANTENE,7.99,no,0%,8,63.92,31.12,8
2022,4,CA1574, Pantene,4.79,Yes,0.4,33,158.07,22.77,22
2021,8,CA2130,Pantene,7.99,No,0.0,1,7.99,3.89,1
2021,21,CA1977,Pantene,7.99,No,0.0,3,23.97,11.67,3
2021,52,CA1526,pantene,7.99,No,0.0,9,71.91,35.01,9
2021,4,CA1486,Aussie,4.99,NO,0.0,7,34.93,15.33,7
2022,2,CA1113, Pantene,5.49,NO,0.3,30,164.7,41.7,24
2021,35,CA1681,aussie,4.99,No,0.0,12,59.88,26.28,11
2021,17,CA1040,Aussie,4.99,NO,0.0,12,59.88,26.28,12
2022,12,CA1684,Pantene,3.99,Yes,50.0,38,151.62,-4.18,18
2022,13,CA1835,Pantene,7.99,No,0.0,6,47.94,23.34,5
2021,42,CA1320,Aussie,2.99,YES,0.4,88,263.12,16.72,34
2021,29,CA1648, Pantene,6.49,Yes,0.2,14,90.86,33.46,12
2021,11,CA1370,Aussie,3.49,No,0.3,39,136.11,26.91,21
2021,19,CA2288,Aussie,3.29,yes,0.35,1,3.29,0.49,1
2021,39,CA1250,Pantene,7.99,No,0.0,9,71.91,35.01,9
2021,46,CA2186,Pantene,4.49,No,45%,5,22.45,1.95,3
2021,9,CA2029,Aussie,4.99,no,0.0,6,29.94,13.14,6
2021,17,CA1446,Aussie,4.99,NO,0.0,9,44.91,19.71,9
2021,3,CA1961,Aussie,2.99,Yes,0.4,24,71.76,4.56,9
2021,52,CA1318,Aussie,3.29,Yes,0.35,73,240.17,35.77,33
2021,7,CA1699,Pantene,7.99,No,0%,7,55.93,27.23,7
2021,39,CA1405,aussie,2.49,Yes,50.0,118,293.82,-36.58,34
2021,37,CA1245,Aussie,4.99,No,0.0,15,74.85,32.85,15
2021,3,CA2293,Aussie,2.99,Yes,0.4,1,2.99,0.19,0
2021,1,CA2059,Pantene,7.99,no,0.0,2,15.98,7.78,2
2021,4,CA1425,PANTENE,7.49,Yes,5.0,9,67.41,30.51,9
2021,38,CA2184,Pantene,7.99,NO,0.0,1,7.99,3.89,1
2021,23,CA1711,Aussie,3.49,Yes,30%,24,83.76,16.56,14
2021,40,CA1386,Aussie,4.99,No,0.0,14,69.86,30.66,14
2021,33,CA2176,aussie,4.99,No,0.0,2,9.98,4.38,2
2022,10,CA1108,Pantene,7.99,NO,0.0,11,87.89,42.79,11
2021,52,CA1093,aussie,3.29,yes,0.35,73,240.17,35.77,33
2021,45,CA1997,Aussie,3.29,Yes,0.35,25,82.25,12.25,11
2021,8,CA1399, Pantene,7.99,No,0.0,11,87.89,42.79,10
2021,42,CA2169,Aussie,2.99,YES,0.4,7,20.93,1.33,3
