BusinessEntityID,CreditCardID,ModifiedDate
11888,13978,2007-10-06
11889,6071,2006-03-07
11890,9164,2008-01-26
11891,1427,2008-05-20
11892,13051,2006-01-16
11893,7067,2006-07-03
11894,6353,2007-05-01
11895,3956,2006-08-24
11896,17254,2005-07-12
11897,1854,2008-07-07
11898,13559,2007-09-23
11899,17212,2008-04-27
11900,3253,2008-04-01
11901,12777,2005-07-26
11902,9907,2006-04-27
11903,15866,2007-12-24
11904,6293,2008-01-02
11905,6456,2007-07-07
11906,6282,2006-09-24
11907,7316,2008-06-10
11908,11867,2007-03-28
11909,5938,2007-09-24
11910,17465,2007-11-02
11911,2132,2007-10-17
11912,18073,2007-11-03
11913,856,2008-03-10
11914,17684,2008-07-05
11915,14846,2008-06-16
11916,15363,2006-04-17
11917,1876,2008-02-28
11918,4314,2008-04-08
11919,13906,2008-02-05
11920,9195,2005-08-26
11921,4271,2008-06-11
11922,9837,2005-12-21
11923,13388,2008-03-28
11924,14027,2007-09-02
11925,18594,2007-08-02
11926,9372,2006-04-20
11927,17713,2006-05-25
11928,11222,2008-03-01
11929,9421,2005-09-02
11930,12708,2006-12-13
11931,4885,2006-03-17
11932,16825,2007-12-07
11933,18229,2008-04-09
11934,9856,2006-08-28
11935,9957,2008-02-07
11936,5573,2008-03-01
11937,6432,2005-08-26
11938,9412,2006-11-19
11939,1992,2007-11-08
11940,2967,2007-03-04
11941,19084,2008-05-30
11942,6301,2008-03-24
11943,17585,2007-10-05
11944,9914,2007-10-04
11945,9441,2007-08-25
11946,14172,2008-03-17
11947,9368,2008-01-06
11948,17706,2007-05-20
11949,4850,2006-03-11
11950,2180,2008-01-30
11951,3549,2007-09-01
11952,1382,2007-11-21
11953,4870,2008-06-03
11954,3340,2008-04-13
11955,7382,2005-08-22
11956,15951,2008-05-25
11957,9800,2008-07-17
11958,14175,2008-01-10
11959,2412,2007-12-31
11960,11315,2008-05-21
11961,12970,2008-02-12
11962,18547,2007-10-04
11963,8163,2008-04-14
11964,7115,2005-11-26
11965,8865,2005-09-21
11966,8690,2007-09-04
11967,10357,2008-06-17
11968,4536,2008-03-31
11969,16136,2005-07-19
11970,16702,2007-04-18
11971,11214,2008-01-21
11972,5866,2007-06-22
11973,1735,2007-09-27
11974,3654,2007-09-30
11975,12318,2007-02-17
11976,19197,2007-05-02
11977,8150,2008-06-11
11978,15264,2008-04-24
11979,16474,2006-11-24
11980,2001,2006-02-11
11981,18458,2007-10-04
11982,4914,2007-10-07
11983,15226,2006-06-11
11984,18572,2007-11-10
11985,958,2006-06-27
11986,12340,2008-03-22
11987,5933,2008-01-30
11988,10984,2008-01-05
11989,17692,2008-05-31
11990,1817,2007-01-19
11991,6923,2008-04-28
11992,8076,2008-03-02
11993,9731,2008-03-03
11994,2485,2006-11-12
11995,1614,2006-06-18
11996,15737,2007-08-12
11997,2382,2008-02-15
11998,14324,2007-08-17
11999,3573,2007-12-14
12000,16005,2007-09-04
12001,7660,2008-06-13
12002,17001,2007-10-12
12003,3563,2006-12-29
12004,1185,2008-03-20
12005,1891,2007-10-22
12006,13697,2006-02-20
12007,19236,2008-02-21
12008,3355,2007-12-03
12009,1217,2006-06-06
12010,15948,2008-03-03
12011,16125,2007-01-02
12012,11318,2008-05-02
12013,9851,2008-05-19
12014,6130,2008-02-19
12015,12386,2008-06-12
12016,991,2007-09-04
12017,688,2008-01-02
12018,15187,2008-05-18
12019,5597,2008-02-02
12020,6326,2008-05-22
12021,17482,2007-09-16
12022,5913,2007-09-13
12023,13126,2008-04-21
12024,16937,2008-04-01
12025,1141,2008-01-10
12026,14726,2007-12-25
12027,16919,2006-07-25
12028,11061,2008-03-21
12029,1537,2007-12-21
12030,13878,2008-05-12
12031,3180,2006-06-21
12032,1713,2007-08-13
12033,4017,2007-03-12
12034,13476,2008-05-04
12035,9688,2006-11-12
12036,13953,2008-02-16
12037,1379,2007-09-06
12038,6296,2007-09-08
12039,1638,2008-07-31
12040,17075,2008-06-18
12041,14149,2006-12-11
12042,15998,2008-06-10
12043,4545,2008-05-20
12044,13032,2008-06-03
12045,9473,2008-03-08
12046,2242,2008-03-07
12047,10358,2007-12-04
12048,17481,2008-07-06
12049,6987,2005-08-19
12050,1099,2007-09-15
12051,10484,2007-08-07
12052,3727,2007-06-11
12053,18042,2007-09-15
12054,5172,2005-12-11
12055,17885,2007-10-16
12056,8919,2007-10-18
12057,12283,2006-05-16
12058,13946,2008-02-10
12059,10394,2006-04-09
12060,14986,2008-05-20
12061,12300,2007-08-28
12062,15989,2008-05-26
12063,4589,2007-08-28
12064,16952,2008-04-27
12065,13662,2008-03-04
12066,7988,2006-06-09
12067,16586,2007-08-10
12068,1300,2007-08-16
12069,16284,2008-02-24
12070,5820,2006-08-12
12071,5628,2005-11-03
12072,10296,2007-09-03
12073,10731,2007-09-08
12074,1575,2006-11-05
12075,7226,2005-12-08
12076,4422,2008-04-03
12077,18445,2005-11-20
12078,9309,2006-07-11
12079,9271,2005-09-02
12080,15577,2008-04-04
12081,17059,2008-01-29
12082,13043,2008-05-27
12083,13745,2008-07-23
12084,8350,2007-09-12
12085,1768,2006-04-23
12086,5259,2005-10-17
12087,16172,2006-11-16
12088,14105,2007-05-11
12089,16691,2008-05-13
12090,6173,2008-04-19
12091,4200,2008-03-09
12092,6618,2006-09-30
12093,5614,2007-12-20
12094,8702,2007-09-05
12095,1449,2007-12-08
12096,5832,2008-06-02
12097,13975,2007-10-23
12098,9248,2008-07-17
12099,8545,2007-08-04
12100,11100,2007-10-29
12101,5077,2008-02-03
12102,2716,2006-05-26
12103,3608,2008-07-24
12104,10808,2007-12-06
12105,18520,2006-04-10
12106,6850,2008-03-08
12107,2758,2007-12-04
12108,4670,2008-04-22
12109,4348,2008-05-10
12110,6595,2006-12-03
12111,4898,2008-06-10
12112,7952,2005-11-08
12113,8535,2006-02-11
12114,3385,2006-07-27
12115,1295,2007-06-01
12116,17758,2005-08-24
12117,1922,2008-03-05
12118,6349,2008-04-28
12119,16458,2006-05-21
12120,13996,2007-10-30
12121,9632,2008-05-08
12122,12676,2008-01-21
12123,2479,2008-03-27
12124,14627,2007-09-01
12125,6475,2007-12-02
12126,1086,2008-06-09
12127,16728,2007-07-06
12128,7360,2006-12-28
12129,14635,2008-05-31
12130,35,2006-09-06
12131,18262,2007-12-13
12132,17095,2008-06-10
12133,3899,2008-03-07
12134,13263,2007-10-11
12135,1278,2005-09-06
12136,15204,2008-04-07
12137,17965,2008-04-12
12138,16025,2007-09-06
12139,4007,2008-03-24
12140,3738,2008-01-21
12141,4142,2006-01-06
12142,15285,2006-12-16
12143,4205,2008-01-13
12144,18714,2007-04-01
12145,14355,2006-05-20
12146,9170,2006-01-06
12147,2643,2008-02-19
12148,3907,2008-07-02
12149,8612,2007-01-21
12150,16689,2007-10-02
12151,3113,2007-08-07
12152,12050,2007-06-19
12153,10752,2008-07-11
12154,13001,2007-08-24
12155,18522,2006-04-01
12156,6650,2008-03-16
12157,10436,2008-03-01
12158,875,2008-04-10
12159,13364,2008-04-26
12160,13604,2006-04-20
12161,17900,2006-05-17
12162,2279,2008-06-11
12163,17683,2008-02-28
12164,8084,2008-03-13
12165,5530,2008-05-09
12166,18749,2006-03-28
12167,7553,2006-08-14
12168,10514,2008-07-17
12169,12937,2007-11-15
12170,12190,2007-12-13
12171,19113,2008-05-21
12172,8781,2007-07-01
12173,6193,2007-10-11
12174,10385,2005-10-19
12175,4144,2007-10-26
12176,2721,2008-01-13
12177,13318,2008-06-30
12178,5136,2008-05-25
12179,3369,2008-06-07
12180,16332,2007-01-25
12181,5334,2008-03-01
12182,3546,2008-07-06
12183,15019,2008-02-25
12184,6861,2007-10-21
12185,7634,2006-12-22
12186,2108,2008-02-12
12187,12040,2008-02-03
12188,10170,2008-05-25
12189,11203,2008-06-19
12190,18030,2007-10-28
12191,283,2008-02-29
12192,4147,2007-05-10
12193,3822,2007-10-05
12194,13387,2008-04-26
12195,8820,2006-03-14
12196,11426,2008-02-03
12197,2746,2007-12-11
12198,7636,2008-05-10
12199,2632,2006-05-04
12200,19196,2008-03-30
12201,15385,2008-06-02
12202,16880,2008-05-18
12203,5378,2008-03-01
12204,16366,2007-12-29
12205,1705,2006-01-04
12206,15988,2007-08-09
12207,14211,2005-07-27
12208,6953,2007-11-18
12209,4699,2008-07-03
12210,2588,2007-12-08
12211,8421,2008-05-02
12212,7692,2006-09-13
12213,5880,2008-03-21
12214,12224,2008-01-30
12215,10460,2007-09-04
12216,707,2008-03-07
12217,4085,2006-03-06
12218,13231,2007-11-25
12219,13168,2008-06-08
12220,6899,2008-05-29
12221,1863,2008-04-30
12222,12524,2005-08-05
12223,4828,2008-01-22
12224,17079,2007-09-08
12225,11718,2007-10-22
12226,10235,2008-06-05
12227,6934,2008-04-07
12228,5447,2008-06-03
12229,8202,2007-02-15
12230,9366,2005-09-21
12231,8755,2008-03-14
12232,16255,2007-08-05
12233,6479,2007-08-04
12234,19000,2008-03-21
12235,3674,2006-09-18
12236,7531,2007-09-20
12237,7130,2006-01-10
12238,18350,2008-02-14
12239,853,2007-09-11
12240,7934,2006-12-13
12241,16690,2008-05-01
12242,8108,2008-04-28
12243,7951,2007-07-11
12244,9774,2006-04-20
12245,15071,2008-02-19
12246,12561,2007-10-30
12247,16892,2006-10-24
12248,16222,2006-11-30
12249,14237,2007-01-07
12250,3671,2006-12-31
12251,7435,2008-03-08
12252,1871,2008-03-10
12253,14288,2007-08-23
12254,199,2007-12-12
12255,15635,2007-11-15
12256,12534,2007-06-16
12257,2522,2007-08-10
12258,2254,2007-08-14
12259,2235,2007-06-27
12260,18061,2006-08-17
12261,17055,2008-02-28
12262,17591,2008-06-05
12263,2110,2007-12-17
12264,4495,2007-06-29
12265,15199,2007-09-11
12266,8433,2008-02-08
12267,10611,2007-09-20
12268,6014,2008-01-31
12269,3313,2008-07-22
12270,17040,2008-06-01
12271,16589,2006-08-24
12272,11095,2008-07-07
12273,11719,2008-04-26
12274,7371,2008-02-06
12275,8432,2008-01-20
12276,8078,2007-09-02
12277,14893,2007-09-21
12278,13370,2008-05-29
12279,10857,2008-01-01
12280,17499,2006-08-26
12281,11804,2007-12-10
12282,4664,2008-06-12
12283,14365,2007-06-28
12284,14942,2007-09-27
12285,17221,2008-05-09
12286,18933,2007-08-25
12287,1569,2007-11-29
12288,16216,2008-02-03
12289,7774,2008-04-08
12290,12024,2006-04-20
12291,3967,2007-12-29
12292,16344,2006-12-10
12293,16324,2007-05-31
12294,6780,2007-12-19
12295,17350,2006-03-21
12296,7546,2008-03-13
12297,17330,2006-06-16
12298,18132,2005-11-13
12299,9670,2007-09-08
12300,9320,2007-11-16
12301,5985,2007-08-14
12302,433,2008-05-26
12303,14621,2006-08-13
12304,9969,2006-12-14
12305,7915,2008-03-26
12306,3610,2006-08-14
12307,13203,2007-09-26
12308,12892,2008-05-11
12309,2936,2008-01-18
12310,16277,2007-09-20
12311,18564,2007-12-30
12312,14013,2007-04-08
12313,7017,2007-10-05
12314,19080,2008-06-18
12315,17489,2008-04-03
12316,7500,2008-05-15
12317,7796,2006-06-04
12318,14561,2008-05-17
12319,3147,2007-11-13
12320,2031,2008-07-14
12321,3647,2007-09-06
12322,1633,2008-02-20
12323,5801,2008-02-13
12324,9270,2007-04-30
12325,5225,2008-04-05
12326,13802,2007-08-29
12327,7664,2008-01-08
12328,7592,2008-02-04
12329,5123,2007-08-05
12330,17209,2008-06-02
12331,12062,2007-10-15
12332,19208,2007-12-21
12333,10631,2006-08-12
12334,12160,2006-01-11
12335,13222,2005-08-08
12336,18367,2008-05-03
12337,4413,2007-08-04
12338,2862,2008-05-24
12339,7824,2006-10-12
12340,13201,2008-04-24
12341,6341,2008-01-12
12342,16029,2008-03-17
12343,354,2008-01-04
12344,4359,2008-04-08
12345,1867,2006-09-10
12346,5435,2007-02-20
12347,7127,2007-09-12
12348,11176,2007-09-08
12349,10812,2008-07-12
12350,7191,2007-12-24
12351,18360,2008-03-18
12352,7332,2007-03-01
12353,4278,2007-08-13
12354,10409,2007-02-13
12355,11556,2007-04-08
12356,8978,2007-11-29
12357,15176,2008-06-14
12358,6543,2008-02-21
12359,9364,2005-10-14
12360,12287,2007-02-02
12361,7857,2008-01-03
12362,17827,2008-07-27
12363,3390,2008-02-21
12364,10104,2008-05-24
12365,6033,2006-01-13
12366,4591,2008-02-04
12367,12248,2008-02-01
12368,152,2007-08-13
12369,13363,2007-12-10
12370,6167,2005-10-08
12371,6651,2006-01-22
12372,10591,2008-02-28
12373,15181,2008-02-22
12374,13241,2007-09-03
12375,13773,2006-06-29
12376,6421,2008-07-20
12377,2501,2007-10-20
12378,6444,2008-06-10
12379,8469,2007-11-24
12380,10387,2007-08-19
12381,1066,2008-01-24
12382,2909,2008-02-10
12383,16203,2008-02-24
12384,10656,2007-04-07
12385,15775,2007-06-10
12386,6041,2006-10-28
12387,11376,2007-10-26
12388,18314,2006-01-24
12389,18062,2007-11-04
12390,3769,2008-07-20
12391,7444,2007-05-27
12392,9929,2005-08-19
12393,1618,2007-05-27
12394,3339,2005-10-01
12395,6582,2007-05-08
12396,2771,2006-03-15
12397,8118,2007-08-08
12398,14420,2007-10-12
12399,3415,2007-12-24
12400,11564,2007-09-17
12401,4159,2006-05-03
12402,11563,2008-04-16
12403,4494,2007-09-23
12404,4987,2008-03-28
12405,4763,2007-06-05
12406,18720,2006-01-06
12407,16234,2006-10-18
12408,16816,2007-04-06
12409,9681,2008-05-27
12410,7711,2008-02-09
12411,3569,2008-05-01
12412,9515,2008-04-27
12413,12387,2008-06-18
12414,15248,2007-09-03
12415,17913,2008-03-29
12416,15106,2005-10-30
12417,17860,2008-02-01
12418,5664,2007-04-17
12419,14214,2008-05-10
12420,9550,2006-07-01
12421,9090,2008-05-03
12422,4070,2007-01-13
12423,703,2006-12-23
12424,11146,2007-09-12
12425,10400,2006-06-27
12426,4352,2008-03-04
12427,6153,2008-01-19
12428,14683,2007-08-08
12429,17125,2006-03-29
12430,10090,2008-04-03
12431,4696,2007-10-29
12432,12469,2007-09-29
12433,4627,2008-03-02
12434,6886,2006-06-19
12435,16614,2007-09-16
12436,19005,2008-01-21
12437,2164,2006-04-03
12438,5807,2007-09-08
12439,16398,2008-04-19
12440,8807,2008-06-19
12441,12794,2008-04-16
12442,3577,2007-10-24
12443,8576,2008-02-05
12444,8336,2005-12-18
12445,8722,2007-09-30
12446,11314,2005-07-16
12447,11789,2007-10-08
12448,9262,2007-09-19
12449,12257,2008-03-27
12450,840,2007-06-07
12451,11047,2008-02-05
12452,18975,2007-08-28
12453,5741,2007-11-02
12454,14974,2007-11-21
12455,16316,2008-04-02
12456,6802,2007-10-12
12457,9880,2007-11-24
12458,16515,2008-06-06
12459,11898,2007-12-06
12460,3275,2007-09-07
12461,14084,2008-04-21
12462,11690,2007-12-21
12463,6900,2007-10-22
12464,8363,2008-06-30
12465,3550,2008-02-19
12466,18334,2008-05-06
12467,6938,2005-09-02
12468,10943,2006-01-02
12469,1507,2008-05-04
12470,5013,2008-06-02
12471,8600,2005-12-05
12472,10934,2006-02-11
12473,6332,2006-05-06
12474,14475,2007-09-03
12475,15134,2006-04-19
12476,19209,2007-11-24
12477,102,2008-01-06
12478,13688,2006-01-22
12479,11776,2008-05-19
12480,6558,2008-06-05
12481,15260,2008-01-02
12482,1356,2006-06-21
12483,2328,2006-03-31
12484,19041,2006-08-26
12485,10028,2008-03-05
12486,2646,2007-10-22
12487,7063,2007-04-08
12488,14465,2007-05-05
12489,14714,2008-03-26
12490,6473,2008-04-01
12491,16804,2008-03-29
12492,4148,2007-10-12
12493,914,2006-12-02
12494,10740,2007-11-23
12495,12758,2008-01-16
12496,11808,2006-08-30
12497,15550,2007-12-18
12498,14704,2008-04-04
12499,9651,2008-02-14
12500,681,2008-01-10
12501,6831,2007-09-03
12502,13400,2007-02-11
12503,18952,2008-07-01
12504,13747,2006-09-23
12505,11506,2008-04-02
12506,10971,2008-06-12
12507,12054,2007-04-11
12508,89,2007-05-20
12509,529,2005-09-22
12510,5494,2006-07-17
12511,2227,2007-09-24
12512,14119,2006-11-24
12513,12159,2007-11-20
12514,5827,2008-07-18
12515,18748,2007-02-25
12516,16307,2007-05-31
12517,5002,2008-04-03
12518,8899,2006-12-28
12519,712,2007-12-28
12520,17587,2007-04-01
12521,15913,2007-10-13
12522,11353,2005-08-19
12523,17328,2008-04-04
12524,18664,2008-04-30
12525,15270,2008-01-04
12526,14162,2007-08-11
12527,11288,2008-01-27
12528,943,2007-11-12
12529,13119,2007-08-24
12530,3731,2007-12-11
12531,19179,2007-11-06
12532,16322,2006-12-01
12533,17509,2007-12-21
12534,9532,2008-01-14
12535,629,2008-04-26
12536,10031,2008-04-23
12537,11882,2007-02-10
12538,16399,2008-04-10
12539,5457,2006-11-10
12540,1839,2007-09-22
12541,4488,2007-11-22
12542,8631,2007-10-03
12543,5676,2007-09-21
12544,11343,2006-11-07
12545,8626,2008-04-29
12546,7947,2006-10-13
12547,8773,2008-05-07
12548,5081,2008-04-05
12549,17680,2007-08-05
12550,97,2008-06-02
12551,3467,2007-12-26
12552,8868,2007-09-26
12553,6329,2008-01-31
12554,5903,2007-10-17
12555,13992,2008-04-23
12556,18399,2008-04-13
12557,16007,2005-11-07
12558,501,2008-01-25
12559,9001,2007-10-08
12560,1511,2007-09-10
12561,8675,2008-03-18
12562,6049,2008-04-12
12563,3168,2006-01-22
12564,16935,2006-10-24
12565,10882,2005-07-09
12566,6270,2008-01-23
12567,9189,2007-02-02
12568,9106,2008-06-27
12569,5475,2007-08-25
12570,7310,2007-03-22
12571,11350,2007-02-03
12572,5590,2007-03-27
12573,14944,2008-01-21
12574,11194,2006-10-07
12575,10862,2007-05-11
12576,15941,2007-04-24
12577,7986,2007-05-03
12578,8629,2007-09-13
12579,185,2008-04-04
12580,276,2007-12-23
12581,16584,2008-02-28
12582,16759,2006-01-26
12583,10260,2007-10-16
12584,4344,2006-11-25
12585,8361,2008-06-02
12586,13750,2007-06-14
12587,16934,2005-07-19
12588,5395,2007-05-13
12589,754,2008-02-16
12590,16923,2007-12-20
12591,2572,2007-09-04
12592,5076,2007-11-30
12593,18533,2007-11-15
12594,11509,2007-12-02
12595,12699,2007-12-26
12596,4550,2007-11-03
12597,5678,2006-04-11
12598,4927,2005-12-03
12599,10240,2006-05-19
12600,441,2006-12-16
12601,15411,2006-02-05
12602,16496,2007-08-07
12603,8601,2008-01-26
12604,15750,2008-03-13
12605,19081,2007-11-18
12606,2291,2008-06-14
12607,17026,2007-12-09
12608,1998,2008-04-20
12609,1769,2008-04-05
12610,6385,2008-07-01
12611,9018,2008-01-11
12612,11018,2008-05-16
12613,5593,2008-07-29
12614,8754,2008-04-12
12615,14165,2008-04-03
12616,2536,2008-06-22
12617,16931,2008-04-03
12618,13995,2006-05-17
12619,2918,2008-01-08
12620,3421,2006-06-20
12621,1251,2006-11-10
12622,5264,2007-10-30
12623,16762,2007-08-26
12624,12608,2007-10-31
12625,1585,2007-12-06
12626,17795,2005-09-16
12627,14770,2008-03-15
12628,8174,2008-06-29
12629,12612,2008-03-24
12630,9776,2007-10-20
12631,7637,2007-10-23
12632,15978,2008-01-28
12633,1467,2008-01-08
12634,818,2008-03-16
12635,16184,2007-01-23
12636,16323,2006-05-05
12637,11770,2007-08-04
12638,18476,2007-12-29
12639,7295,2005-09-22
12640,2066,2007-02-08
12641,6455,2007-08-16
12642,4057,2008-01-06
12643,12392,2006-06-30
12644,5180,2008-05-26
12645,12649,2007-12-07
12646,266,2006-07-16
12647,4919,2008-03-22
12648,11177,2008-04-25
12649,1008,2007-12-12
12650,14404,2008-02-21
12651,16882,2006-04-26
12652,6877,2007-06-18
12653,14994,2008-05-17
12654,3616,2006-09-25
12655,5201,2006-01-21
12656,13275,2006-09-20
12657,12454,2008-02-19
12658,11648,2007-11-01
12659,8183,2006-03-06
12660,561,2006-01-24
12661,1070,2007-08-27
12662,16085,2006-05-01
12663,18176,2005-12-09
12664,234,2007-10-31
12665,15489,2007-08-18
12666,8093,2008-06-24
12667,11644,2008-07-22
12668,12377,2008-01-31
12669,18053,2008-02-01
12670,6478,2008-01-03
12671,14703,2008-04-05
12672,10533,2007-01-27
12673,10718,2008-06-01
12674,15279,2007-11-10
12675,2511,2007-03-18
12676,2723,2008-07-15
12677,5166,2007-12-23
12678,16697,2008-03-31
12679,10030,2006-12-15
12680,12832,2007-01-26
12681,17931,2006-06-27
12682,1950,2007-12-02
12683,12109,2008-05-07
12684,3877,2008-05-02
12685,4130,2007-10-01
12686,9520,2006-06-12
12687,15903,2007-12-17
12688,5449,2007-09-11
12689,12557,2007-11-09
12690,10793,2006-11-20
12691,5512,2007-03-08
12692,6648,2006-12-28
12693,15040,2008-06-26
12694,2799,2008-06-07
12695,13441,2008-03-13
12696,11643,2008-02-28
12697,8691,2007-09-24
12698,2750,2008-06-06
12699,6870,2008-05-04
12700,3609,2008-04-16
12701,18691,2007-08-11
12702,7076,2007-08-31
12703,2826,2007-08-31
12704,442,2007-02-02
12705,18905,2007-09-26
12706,2500,2008-05-11
12707,14315,2007-12-24
12708,10661,2006-01-30
12709,12682,2006-12-08
12710,1543,2008-03-14
12711,7047,2008-06-20
12712,11398,2005-12-03
12713,12129,2008-06-16
12714,7689,2007-06-08
12715,14614,2005-07-15
12716,7054,2008-02-02
12717,2683,2007-11-15
12718,17115,2007-10-21
12719,6851,2007-09-17
12720,6390,2007-09-11
12721,10561,2007-10-13
12722,10148,2007-12-10
12723,8974,2006-02-26
12724,14888,2008-03-10
12725,8574,2007-11-17
12726,9172,2007-08-25
12727,11706,2007-09-13
12728,18509,2007-10-05
12729,5526,2007-11-21
12730,1073,2008-03-12
12731,14940,2008-02-12
12732,13436,2008-03-30
12733,14460,2006-05-27
12734,14359,2008-03-07
12735,9844,2006-07-27
12736,9493,2006-12-06
12737,6140,2007-10-27
12738,1038,2007-08-21
12739,16645,2007-10-06
12740,7473,2006-08-16
12741,1964,2008-06-19
12742,14400,2007-11-06
12743,10851,2006-08-21
12744,7487,2008-03-01
12745,9494,2007-10-24
12746,17011,2008-01-10
12747,8454,2007-09-22
12748,3566,2007-06-13
12749,2864,2008-06-10
12750,6857,2007-12-25
12751,16105,2005-08-15
12752,14170,2007-10-03
12753,16167,2008-06-14
12754,18626,2005-10-27
12755,8250,2007-10-11
12756,17290,2007-11-15
12757,16597,2007-02-04
12758,11598,2007-09-30
12759,8777,2006-11-03
12760,15230,2007-05-22
12761,3957,2005-09-21
12762,4877,2007-03-05
12763,7514,2008-03-10
12764,18989,2007-12-27
12765,9782,2008-01-22
12766,18950,2007-08-04
12767,2107,2008-02-19
12768,18559,2007-04-24
12769,5411,2007-11-20
12770,7324,2008-05-12
12771,16610,2007-03-30
12772,13934,2005-12-08
12773,10749,2008-04-01
12774,7691,2008-02-17
12775,4619,2005-09-30
12776,14267,2007-05-03
12777,14807,2008-07-08
12778,8359,2008-05-27
12779,14782,2007-10-18
12780,5607,2008-03-06
12781,8283,2007-12-07
12782,16867,2008-06-09
12783,963,2008-04-07
12784,11088,2008-06-20
12785,10503,2007-09-21
12786,18105,2007-11-29
12787,7401,2007-12-22
12788,18706,2008-06-07
12789,13028,2007-05-19
12790,4475,2007-09-15
12791,10327,2008-02-23
12792,5432,2007-10-08
12793,15878,2007-10-18
12794,13111,2007-04-16
12795,4388,2008-07-12
12796,627,2007-05-28
12797,6213,2005-07-04
12798,8069,2006-05-18
12799,9069,2007-09-01
12800,10647,2007-09-18
12801,2574,2005-07-22
12802,460,2007-12-13
12803,16392,2007-08-04
12804,16335,2008-02-09
12805,12884,2008-02-12
12806,8339,2006-12-14
12807,13690,2007-11-05
12808,7464,2007-12-04
12809,5095,2008-01-14
12810,15543,2008-06-11
12811,14721,2008-03-22
12812,3909,2006-09-17
12813,3119,2008-01-29
12814,2246,2007-05-25
12815,16258,2007-02-04
12816,7554,2007-12-14
12817,1725,2008-06-13
12818,17166,2007-11-09
12819,13426,2007-09-02
12820,5284,2005-08-11
12821,13555,2006-10-02
12822,14314,2007-09-17
12823,11427,2008-01-26
12824,1480,2007-11-08
12825,5737,2007-09-11
12826,16146,2008-03-18
12827,14734,2008-03-29
12828,5856,2007-04-30
12829,6351,2008-06-03
12830,340,2007-09-05
12831,10742,2008-06-19
12832,14959,2008-06-05
12833,16041,2006-07-06
12834,12799,2007-08-05
12835,3386,2006-06-26
12836,11308,2008-07-16
12837,2598,2006-04-15
12838,1401,2006-09-13
12839,18620,2007-12-29
12840,10747,2007-08-05
12841,13127,2006-06-05
12842,3320,2008-02-19
12843,6104,2007-10-26
12844,8909,2007-08-11
12845,3854,2006-03-18
12846,3295,2006-02-07
12847,2348,2008-06-18
12848,1907,2006-03-22
12849,7109,2008-04-21
12850,2086,2006-07-16
12851,10853,2007-11-26
12852,3784,2008-06-01
12853,5377,2007-08-16
12854,15095,2006-06-24
12855,2212,2007-11-21
12856,9940,2007-09-13
12857,18709,2007-09-12
12858,16438,2007-08-04
12859,8441,2007-03-05
12860,11740,2007-10-22
12861,10303,2006-06-22
12862,19219,2007-12-12
12863,877,2006-05-15
12864,13811,2008-04-07
12865,14686,2008-05-18
12866,12737,2007-09-23
12867,11035,2007-10-06
12868,9709,2008-02-12
12869,1085,2005-07-27
12870,19230,2008-02-27
12871,14611,2007-01-11
12872,14796,2007-12-21
12873,8375,2007-03-08
12874,16679,2008-03-28
12875,4229,2008-04-16
12876,5187,2007-10-26
12877,7920,2006-10-11
12878,13737,2008-07-30
12879,2949,2008-01-08
12880,13143,2005-07-22
12881,13479,2007-10-22
12882,9848,2007-12-12
12883,17872,2007-11-28
12884,4223,2008-01-10
12885,4876,2007-10-04
12886,5859,2007-12-01
12887,6013,2008-01-15
12888,1801,2007-12-18
12889,4840,2007-02-13
12890,11439,2007-12-13
12891,6481,2008-03-19
12892,10130,2008-05-04
12893,4328,2007-09-23
12894,16561,2008-06-08
12895,10288,2008-03-02
12896,4425,2006-03-18
12897,9767,2007-11-17
12898,16327,2006-05-21
12899,18752,2007-08-25
12900,13100,2007-11-12
12901,9665,2007-09-17
12902,11570,2006-03-15
12903,11800,2005-12-02
12904,8739,2006-10-23
12905,10251,2005-09-27
12906,7841,2008-05-04
12907,12485,2008-03-02
12908,12119,2007-10-09
12909,4293,2006-05-11
12910,1461,2007-05-31
12911,2284,2006-04-18
12912,13459,2007-09-30
12913,2732,2007-10-11
12914,5433,2007-12-09
12915,8602,2007-10-08
12916,8109,2007-08-08
12917,14571,2008-04-08
12918,4155,2008-06-06
12919,16020,2008-05-02
12920,3625,2006-07-27
12921,4308,2007-10-09
12922,635,2007-11-24
12923,8431,2006-11-20
12924,7081,2006-10-30
12925,16894,2006-10-29
12926,11228,2006-10-13
12927,12497,2007-08-25
12928,8816,2005-08-06
12929,5080,2007-04-18
12930,15929,2007-11-11
12931,12060,2005-09-21
12932,8778,2007-09-02
12933,651,2007-11-27
12934,6716,2006-04-28
12935,12480,2007-09-15
12936,5257,2008-07-04
12937,16102,2007-10-30
12938,14745,2007-06-09
12939,10194,2008-01-07
12940,18890,2007-11-08
12941,16785,2008-01-23
12942,17789,2007-10-11
12943,17402,2008-04-14
12944,3445,2006-03-24
12945,1409,2006-12-13
12946,8764,2006-08-08
12947,13053,2007-11-24
12948,12958,2007-09-26
12949,13648,2006-04-11
12950,14985,2008-07-08
12951,9451,2008-07-16
12952,6553,2008-05-05
12953,18106,2008-05-19
12954,18085,2007-08-12
12955,15464,2007-05-23
12956,14766,2008-03-14
12957,5730,2008-07-06
12958,4906,2008-03-08
12959,9786,2007-12-10
12960,14180,2006-07-18
12961,1555,2007-04-26
12962,11092,2007-05-19
12963,506,2008-02-26
12964,18678,2007-10-25
12965,17773,2007-04-11
