BAN,CREATE_MONTH,START_MONTH,CREATE_WEEK,START_WEEK,ACCOUNT_DESC,LINES REQUESTED,AGE_GROUP,HCDP_IND,HCDM_IND,HCDS_IND,ADR_PROVINCE,CHANNEL_TYPE
9817320170033,2009-05,2009-05,2009-05-09,2009-05-09,Business - Personal,3,18-30,,,,AB,Corporate Stores
9818381181750,2009-12,2009-12,2009-12-05,05/12/2009,Business - Personal,2,31-40,,,,  QC ,CORPORATE STORES
9816771161210,2009-01,,2009-01-03,,Business - Personal,7,50+,HCDP,,HCDS,AB,Dealers
9818092182497,2009-10,,2009-10-03,,Business - Personal,4,31-40,,,,ON,Corporate Stores
9819115195339,2010-05,,2010-05-01,,Business - Personal,8,18-30,,,,BC,Dealers
9817624174244,2009-07,2009-07,04/07/2009,2009-07-04,Business - Personal,3,50+,,,,ON,Dealers
9819588198425,2010-08,2010-08,2010-08-07,2010-08-07,Business - Personal,1,50+,,,,QC,Corporate Stores
9821132212227,2010-11,2010-11,06/11/2010,2010/11/06,Business - Personal,4,41-50,,,,ON,DEALERS
9818582182224,2010-01,2010-01,09/01/2010,2010-01-09,Business - Personal,5,31-40,,,,ON,Corporate Stores
9818841181744,2010-03,2010-03,2010-03-06,06/03/2010,Business - Personal,7,31-40,,,,QC,Corporate Stores
9819263193245,2010-06,,2010-06-05,,Business - Personal,8,41-50,,,,QC,Dealers
9816915165201,2009-02,2009-02,07/02/2009,2009-02-07,Business - Personal,2,41-50,,,,BC,Dealers
9817179179024,2009-04,2009-04,2009-04-04,2009-04-04,Business - Personal,3,18-30,,,,ON,Dealers
9816907167781,2009-02,2009-02,2009-02-07,2009-02-07,Business - Personal,2,18-30,HCDP,,HCDS,ON,corporate stores
9817456176782,2009-06,2009-06,2009-06-06,2009-06-06,Business - Personal,3,50+,,,,AB,corporate stores
9819413193911,2010-07,2010-07,03/07/2010,2010-07-03,Business - Personal,1,41-50,,,,QC,corporate stores
9818725185301,2010-02,2010-02,06/02/2010,2010-02-06,Business - Personal,6,31-40,HCDP,HCDM,,BC,Dealers
9819126196154,2010-05,2010-05,2010-05-08,08/05/2010,Business - Personal,8,50+,,,,QC,Dealers
9819417197553,2010-07,2010-07,03/07/2010,2010-07-03,Business - Personal,1,18-30,,,,QC,Corporate Stores
9819413193125,2010-07,,2010-07-03,,Business - Personal,1,18-30,,,,QC,Corporate Stores
9817322172383,2009-05,2009-05,2009-05-09,09/05/2009,Business - Personal,3,41-50,,,,QC,Corporate Stores
9817930170687,2009-09,,2009-09-05,05/09/2009,Business - Personal,4,31-40,,,,on,CORPORATE STORES
9818115185000,2009-10,2009-10,2009-10-10,10/10/2009,Business - Personal,5,41-50,HCDP,,HCDS,QC,Corporate Stores
9816779169848,2009-01,,2009-01-10,,Business - Personal,1,41-50,,,,BC,Dealers
9817480170526,2009-06,2009-06,2009-06-06,2009-06-06,Business - Personal,3,18-30,,,,QC,Dealers
9819590190684,2010-08,,2010-08-07,,Business - Personal,1,50+,,,,AB,Corporate Stores
9819949199961,2010-10,2010-10,2010-10-09,09/10/2010,Business - Personal,4,41-50,,,,  ON ,Corporate Stores
9821284214027,2010-12,2010-12,11/12/2010,11/12/2010,Business - Personal,2,31-40,,,,QC,Corporate Stores
9816913163377,2009-02,2009-02,2009-02-07,2009-02-07,Business - Personal,2,31-40,,,,  QC ,  Corporate Stores 
9819946196651,2010-10,2010-10,2010-10-09,2010-10-09,Business - Personal,2,41-50,,,,QC,CORPORATE STORES
9821275215917,2010-12,2010-12,2010/12/04,2010-12-04,Business - Personal,4,50+,,,,ON,CORPORATE STORES
9818382182760,2009-12,2009-12,2009-12-05,05/12/2009,Business - Personal,2,18-30,,,,qc,  Corporate Stores 
9821261211985,2010-12,2010-12,04/12/2010,2010-12-04,Business - Personal,4,41-50,,,,ON,Corporate Stores
9819950190199,2010-10,2010-10,2010-10-09,2010-10-09,Business - Personal,3,  18-30 ,,HCDM,,AB,Corporate Stores
9818249189423,2009-11,2009-11,2009-11-07,2009-11-07,Business - Personal,5,41-50,,,,ON,  Dealers 
9819131191752,2010-05,2010-05,2010/05/08,2010/05/08,Business - Personal,8,18-30,,,,ON,Dealers
9819939199437,2010-10,2010-10,2010-10-02,2010-10-02,Business - Personal,2,50+,,,,  QC ,Dealers
9816769169971,2009-01,2009-01,2009/01/03,2009-01-03,Business - Personal,1,50+,,,,ON,Dealers
9817931171667,2009-09,2009-09,2009-09-05,2009-09-05,Business - Personal,4,31-40,,,,AB,Corporate Stores
9821276216163,2010-12,2010-12,2010-12-04,2010-12-04,Business - Personal,1,  31-40 ,,,,QC,Corporate Stores
9819260190618,2010-06,2010-06,2010-06-05,2010-06-05,Business - Personal,8,41-50,,,,QC,Corporate Stores
9819269199496,2010-06,,2010-06-05,,Business - Personal,8,18-30,,,,  ON ,Corporate Stores
9817163173837,2009-04,2009-04,2009-04-04,2009-04-04,Business - Personal,3,18-30,,,,  ON ,Dealers
9819118198918,2010-05,,2010-05-08,,Business - Personal,8,18-30,HCDP,HCDM,,QC,CORPORATE STORES
9817476176458,2009-06,,2009-06-06,,Business - Personal,3,18-30,,,,bc,DEALERS
9817472172142,2009-06,,2009-06-06,,Business - Personal,3,18-30,,,,ON,Dealers
9819414194737,2010-07,2010-07,2010-07-03,2010-07-03,Business - Personal,1,50+,,,,ON,Corporate Stores
9819279199044,2010-06,2010-06,2010-06-05,2010/06/05,Business - Personal,8,50+,,,,AB,corporate stores
9817625175368,2009-07,2009-07,2009-07-04,2009-07-04,Business - Personal,3,31-40,,,,  AB ,Corporate Stores
9819587197883,2010-08,2010-08,2010-08-07,2010/08/07,Business - Personal,1,41-50,,,,QC,corporate stores
9819123193422,2010-05,,08/05/2010,,Business - Personal,8,18-30,,,,QC,CORPORATE STORES
9817031171774,2009-03,2009-03,2009-03-07,2009-03-07,Business - Personal,3,50+,,,,ON,Corporate Stores
9819940190446,2010-10,2010-10,2010-10-02,2010-10-02,Business - Personal,4,31-40,,,,ON,Corporate Stores
9819115195559,2010-05,2010-05,2010/05/01,2010-05-01,Business - Personal,8,41-50,HCDP,,HCDS,ON,Dealers
9817476176348,2009-06,,2009/06/06,,Business - Personal,3,41-50,,,,ON,Dealers
9821273213632,2010-12,2010-12,2010-12-04,2010-12-04,Business - Personal,1,50+,,,,QC,Corporate Stores
9819267197319,2010-06,2010-06,2010-06-05,2010-06-05,Business - Personal,8,41-50,,,,ON,Dealers
9817926176596,2009-09,2009-09,2009/09/05,2009-09-05,Business - Personal,4,  18-30 ,,,,BC,Corporate Stores
9817462172916,2009-06,,2009-06-06,,Business - Personal,3,18-30,HCDP,,HCDS,QC,Corporate Stores
9817772172417,2009-08,2009-08,2009/08/08,2009-08-08,Business - Personal,4,18-30,,,,ON,DEALERS
9817938178774,2009-09,2009-09,2009/09/05,2009-09-05,Business - Personal,4,41-50,,,,AB,  Dealers 
9821283213049,2010-12,2010-12,2010-12-11,2010-12-11,Business - Personal,4,31-40,HCDP,HCDM,,ON,Corporate Stores
9817309179279,2009-05,2009-05,2009/05/02,2009-05-09,Business - Personal,3,41-50,,HCDM,,QC,Corporate Stores
9817610170174,2009-07,,2009-07-04,,Business - Personal,3,31-40,,,,QC,Corporate Stores
9818371181321,2009-12,2009-12,2009-12-05,2009-12-05,Business - Personal,5,31-40,,,,BC,Dealers
9817630170407,2009-07,,2009-07-11,,Business - Personal,4,18-30,,,,BC,Corporate Stores
9818576186770,2010-01,2010-01,2010-01-09,2010-01-09,Business - Personal,5,41-50,,,,ON,Dealers
9821130210017,2010-11,2010-11,2010-11-06,06/11/2010,Business - Personal,4,50+,,,,ON,Dealers
9817470170304,2009-06,2009-06,2009-06-06,2009-06-06,Business - Personal,3,18-30,,,,on,Corporate Stores
9818366186470,2009-12,2009-12,05/12/2009,2009/12/05,Business - Personal,5,31-40,,,,on,Dealers
9819929199484,2010-10,2010-10,2010-10-02,2010/10/02,Business - Personal,6,41-50,,,,QC,Corporate Stores
9821258218763,2010-12,2010-12,2010-12-04,2010-12-04,Business - Personal,4,41-50,,,,ON,Corporate Stores
9819278198948,2010-06,2010-06,2010-06-05,2010-06-05,Business - Personal,8,50+,,,,QC,Corporate Stores
9819111191381,2010-05,2010-05,2010/05/01,2010-05-01,Business - Personal,8,41-50,HCDP,,HCDS,QC,Dealers
9819573193788,2010-08,,2010-08-07,,Business - Personal,1,18-30,HCDP,,HCDS,QC,Corporate Stores
9818827187394,2010-03,2010-03,2010-03-06,2010-03-06,Business - Personal,7,31-40,,HCDM,,ON,Dealers
9816768168201,2009-01,2009-01,2009-01-03,2009-01-03,Business - Personal,1,41-50,HCDP,,HCDS,BC,Dealers
9821121211034,2010-11,2010-11,2010-11-06,06/11/2010,Business - Personal,2,31-40,,,,QC,Corporate Stores
9818103183852,2009-10,2009-10,2009/10/03,2009-10-03,Business - Personal,4,31-40,,,,QC,Corporate Stores
9817313173354,2009-05,,2009-05-02,,Business - Personal,3,18-30,,,,ON,Dealers
9821262212954,2010-12,,2010-12-04,,Business - Personal,4,41-50,,,,ON,Dealers
9819767197845,2010-09,,2010-09-04,,Business - Personal,6,18-30,,,,ON,Corporate Stores
9817468178392,2009-06,2009-06,06/06/2009,06/06/2009,Business - Personal,3,31-40,,,,ON,Corporate Stores
9818111181430,2009-10,,2009-10-10,,Business - Personal,5,50+,,,,ON,Dealers
9819775195176,2010-09,2010-09,2010-09-04,04/09/2010,Business - Personal,6,31-40,,,,ON,Corporate Stores
9818371181074,2009-12,2009-12,2009-12-05,2009-12-05,Business - Personal,5,50+,,,,QC,Corporate Stores
9818369189250,2009-12,,2009-12-05,,Business - Personal,5,41-50,HCDP,,HCDS,BC,dealers
9817320170251,2009-05,,2009-05-09,,Business - Personal,3,41-50,HCDP,,HCDS,BC,Dealers
9817328178026,2009-05,2009-05,2009/05/09,09/05/2009,Business - Personal,3,31-40,HCDP,,,QC,dealers
9819954194670,2010-10,2010-10,2010-10-09,2010-10-09,Business - Personal,4,31-40,,,,ON,Corporate Stores
9818372182326,2009-12,,2009-12-05,,Business - Personal,5,18-30,,,,AB,Corporate Stores
9817468178085,2009-06,2009-06,2009-06-06,2009-06-06,Business - Personal,3,50+,,,,AB,Dealers
9819756196734,2010-09,2010-09,2010-09-04,2010-09-04,Business - Personal,2,18-30,HCDP,,HCDS,QC,Corporate Stores
9818823183934,2010-03,,2010-03-06,,Business - Personal,7,18-30,,,,QC,Corporate Stores
9818823183113,2010-03,,2010-03-06,,Business - Personal,7,18-30,,,,ON,dealers
9819264194810,2010-06,2010-06,2010-06-05,2010-06-05,Business - Personal,8,18-30,HCDP,,HCDS,AB,Dealers
9819937197902,2010-10,2010-10,2010-10-02,2010-10-02,Business - Personal,3,18-30,,,,ON,CORPORATE STORES
9818242182250,2009-11,,2009-11-07,,Business - Personal,5,18-30,,HCDM,,AB,Corporate Stores
9819257197197,2010-06,2010-06,2010-06-05,2010-06-05,Business - Personal,8,31-40,,,,AB,Corporate Stores
9816918168279,2009-02,2009-02,2009-02-07,2009-02-07,Business - Personal,2,31-40,,,,  ON ,DEALERS
9817013173330,2009-03,2009-03,2009-03-07,2009-03-07,Business - Personal,2,31-40,,,,QC,Corporate Stores
9819754194674,2010-09,2010-09,2010-09-04,2010-09-04,Business - Personal,1,50+,,,,  AB ,Dealers
9819579199745,2010-08,2010-08,2010-08-07,2010-08-07,Business - Personal,1,18-30,,,,BC,Dealers
9817024174172,2009-03,2009-03,2009-03-07,2009-03-07,Business - Personal,2,41-50,,,,  AB ,Corporate Stores
9817020170597,2009-03,,2009-03-07,,Business - Personal,2,31-40,HCDP,,HCDS,ON,Dealers
9817013173101,2009-03,,2009-03-07,,Business - Personal,2,18-30,,,,QC,Dealers
9818834184243,2010-03,2010-03,2010-03-06,2010-03-06,Business - Personal,7,18-30,,,,QC,CORPORATE STORES
9818980180207,2010-04,2010-04,2010-04-03,03/04/2010,Business - Personal,7,41-50,,,,ON,corporate stores
9819131191481,2010-05,2010-05,2010-05-08,2010-05-08,Business - Personal,8,18-30,HCDP,,HCDS,BC,  Corporate Stores 
9819763193181,2010-09,2010-09,2010-09-04,2010-09-04,Business - Personal,2,18-30,,,,QC,Corporate Stores
9819754194084,2010-09,,2010-09-04,,Business - Personal,1,31-40,,,,AB,Corporate Stores
9818570180619,2010-01,2010-01,2010-01-02,2010/01/02,Business - Personal,5,50+,,,,AB,Corporate Stores
9818835185027,2010-03,,2010-03-06,,Business - Personal,7,18-30,,,,QC,Dealers
9818094184792,2009-10,2009-10,2009-10-03,2009-10-03,Business - Personal,4,31-40,,,,QC,Corporate Stores
9819576196531,2010-08,,2010-08-07,,Business - Personal,2,41-50,,,,ON,Corporate Stores
9819592192168,2010-08,2010-08,2010-08-07,2010-08-07,Business - Personal,2,18-30,,,,ON,Corporate Stores
9817930170021,2009-09,,2009-09-05,2009-09-05,Business - Personal,4,31-40,,,,ON,corporate stores
9818363183745,2009-12,2009-12,2009-12-05,05/12/2009,Business - Personal,5,  18-30 ,HCDP,HCDM,,ON,dealers
9818842182713,2010-03,2010-03,06/03/2010,2010-03-06,Business - Personal,7,18-30,HCDP,,HCDS,ON,Corporate Stores
9818246186299,2009-11,,07/11/2009,,Business - Personal,5,41-50,,,,ON,Corporate Stores
9816901161092,2009-02,2009-02,2009-02-07,2009/02/07,Business - Personal,1,50+,,,,QC,corporate stores
9817616176405,2009-07,2009-07,2009-07-04,2009-07-04,Business - Personal,3,18-30,,,,BC,Dealers
9819429199242,2010-07,2010-07,2010-07-10,2010-07-10,Business - Personal,1,50+,,HCDM,,  AB ,Dealers
9817625175161,2009-07,2009-07,2009-07-04,2009-07-04,Business - Personal,3,50+,,,,QC,Corporate Stores
9819574194221,2010-08,2010-08,07/08/2010,2010-08-07,Business - Personal,1,41-50,HCDP,,HCDS,AB,CORPORATE STORES
9817628178877,2009-07,2009-07,2009-07-11,2009-07-11,Business - Personal,4,31-40,,,,BC,DEALERS
9817026176783,2009-03,2009-03,2009-03-07,2009-03-07,Business - Personal,3,18-30,,,,AB,Corporate Stores
9817936176854,2009-09,,2009-09-05,,Business - Personal,4,41-50,HCDP,HCDM,HCDS,ON,Corporate Stores
9821131211283,2010-11,2010-11,2010/11/06,2010/11/06,Business - Personal,4,  41-50 ,HCDP,,HCDS,ON,  Corporate Stores 
9817310170550,2009-05,,02/05/2009,,Business - Personal,3,18-30,,,,ON,CORPORATE STORES
9821262212933,2010-12,2010-12,2010-12-04,2010-12-04,Business - Personal,6,41-50,,,,AB,Dealers
9817610170512,2009-07,,2009/07/04,,Business - Personal,3,31-40,,,,  ON ,Corporate Stores
9821142212292,2010-11,2010-11,2010-11-06,2010-11-06,Business - Personal,4,41-50,,,,ON,CORPORATE STORES
9819776196889,2010-09,2010-09,2010-09-04,2010-09-04,Business - Personal,6,18-30,,,,QC,CORPORATE STORES
9817310170988,2009-05,2009-05,2009/05/02,2009-05-02,Business - Personal,3,50+,,,,QC,  Corporate Stores 
9818111181508,2009-10,,2009-10-10,,Business - Personal,5,  18-30 ,HCDP,HCDM,HCDS,AB,Corporate Stores
9818704184264,2010-02,2010-02,2010-02-06,06/02/2010,Business - Personal,6,31-40,,,,ON,Corporate Stores
9818981181494,2010-04,2010-04,2010-04-03,2010-04-03,Business - Personal,7,  18-30 ,HCDP,,HCDS,AB,dealers
9818104184529,2009-10,,2009-10-03,,Business - Personal,4,41-50,,,,AB,Dealers
9818842182479,2010-03,2010-03,2010-03-06,06/03/2010,Business - Personal,7,18-30,,,,qc,Corporate Stores
9818378188880,2009-12,2009-12,2009/12/05,2009/12/05,Business - Personal,5,50+,,,,BC,Dealers
9818706186684,2010-02,2010-02,2010-02-06,06/02/2010,Business - Personal,6,41-50,,,,ON,corporate stores
9817626176813,2009-07,2009-07,2009-07-04,2009/07/04,Business - Personal,3,18-30,,,,ON,corporate stores
9817315175341,2009-05,2009-05,2009-05-02,2009-05-02,Business - Personal,3,50+,,,,ON,  Dealers 
9818114184926,2009-10,2009-10,2009-10-10,2009-10-10,Business - Personal,5,31-40,,,,QC,Corporate Stores
9817177177298,2009-04,2009-04,2009-04-04,2009-04-04,Business - Personal,3,41-50,,,,QC,Dealers
9817628178939,2009-07,2009-07,2009-07-11,2009-07-11,Business - Personal,4,18-30,,,,QC,Corporate Stores
9817309179061,2009-05,2009-05,2009-05-02,2009/05/02,Business - Personal,3,31-40,,,,QC,Corporate Stores
9817482172503,2009-06,,2009-06-06,,Business - Personal,3,50+,HCDP,,HCDS,BC,Corporate Stores
9819946196443,2010-10,2010-10,2010-10-09,2010-10-09,Business - Personal,4,31-40,,,,ON,Dealers
9819773193020,2010-09,2010-09,2010/09/04,2010-09-04,Business - Personal,2,31-40,,,,QC,Corporate Stores
9817764174949,2009-08,2009-08,2009-08-08,2009-08-08,Business - Personal,4,18-30,,,,QC,corporate stores
9816777167232,2009-01,2009-01,10/01/2009,2009-01-10,Business - Personal,1,31-40,,,,AB,Corporate Stores
9821121211653,2010-11,2010-11,2010-11-06,2010-11-06,Business - Personal,2,18-30,,,,QC,Corporate Stores
9819936196897,2010-10,2010-11,2010-10-02,2010-11-20,Business - Personal,3,50+,,,,ON,Dealers
9819948198419,2010-10,2010-10,2010-10-09,2010-10-09,Business - Personal,4,50+,,,,on,Corporate Stores
9818242182403,2009-11,,07/11/2009,,Business - Personal,5,41-50,,,,BC,DEALERS
9817771171458,2009-08,2009-08,2009-08-08,2009-08-08,Business - Personal,4,41-50,,,,ON,  Dealers 
9819954194616,2010-10,,2010-10-09,,Business - Personal,2,31-40,,,,  QC ,  Corporate Stores 
9819780190785,2010-09,,2010-09-04,,Business - Personal,3,31-40,,,,AB,Corporate Stores
9819414194084,2010-07,2010-07,03/07/2010,2010-07-03,Business - Personal,1,50+,,,,ON,Dealers
9821280210557,2010-12,,2010-12-04,,Business - Personal,2,31-40,,HCDM,,AB,Corporate Stores
9821272212718,2010-12,2010-12,2010-12-04,2010-12-04,Business - Personal,1,50+,,,,QC,Corporate Stores
9817626176776,2009-07,,04/07/2009,,Business - Personal,3,31-40,,,,AB,corporate stores
9817761171167,2009-08,,2009-08-01,,Business - Personal,4,31-40,,,,ON,Dealers
9819750190476,2010-09,2010-09,2010-09-04,2010-09-04,Business - Personal,2,41-50,,,,ON,Dealers
9818576186904,2010-01,,2010-01-09,,Business - Personal,2,41-50,,,,QC,Corporate Stores
9818838188826,2010-03,,2010-03-06,,Business - Personal,7,18-30,HCDP,,HCDS,AB,CORPORATE STORES
9818978188972,2010-04,2010-04,2010-04-03,2010/04/03,Business - Personal,7,31-40,,,,ON,Corporate Stores
9818575185203,2010-01,2010-01,2010/01/09,2010-01-09,Business - Personal,5,50+,,,,ON,Corporate Stores
9818365185332,2009-12,,2009-12-05,,Business - Personal,5,18-30,,,,on,Dealers
9818713183250,2010-02,,2010-02-06,,Business - Personal,6,18-30,,,,ON,Corporate Stores
9817322172435,2009-05,2009-05,2009-05-09,2009-05-09,Business - Personal,3,31-40,,,,ON,Dealers
9817926176814,2009-09,2009-09,05/09/2009,2009-09-05,Business - Personal,4,18-30,HCDP,,HCDS,AB,Corporate Stores
9817459179363,2009-06,2009-06,2009-06-06,2009-06-06,Business - Personal,3,41-50,,,,ON,dealers
9819279199516,2010-06,2010-06,2010-06-05,05/06/2010,Business - Personal,8,18-30,,,,qc,Corporate Stores
9819588198639,2010-08,,2010-08-07,,Business - Personal,2,18-30,,,,ON,CORPORATE STORES
9818372182182,2009-12,,05/12/2009,,Business - Personal,5,50+,,,,ON,Corporate Stores
9818981181480,2010-04,2010-04,03/04/2010,2010/04/03,Business - Personal,7,18-30,,,,ON,Corporate Stores
9819947197488,2010-10,2010-10,2010-10-09,2010-10-09,Business - Personal,4,50+,,,,ON,  Corporate Stores 
9819953193283,2010-10,2010-10,2010-10-09,2010-10-09,Business - Personal,2,18-30,,,,QC,Corporate Stores
9819758198380,2010-09,2010-09,2010/09/04,2010-09-04,Business - Personal,6,18-30,,,,ON,Corporate Stores
9816782162095,2009-01,,2009-01-10,,Business - Personal,1,41-50,HCDP,,HCDS,ON,Dealers
9818374184395,2009-12,2009-12,05/12/2009,2009-12-05,Business - Personal,5,18-30,,,,on,Dealers
9817766176152,2009-08,2009-08,2009-08-08,2009-08-08,Business - Personal,4,18-30,,,,ON,Corporate Stores
9818116186722,2009-10,2009-10,2009/10/10,2009-10-10,Business - Personal,5,50+,,,,ON,corporate stores
9818704184643,2010-02,2010-02,2010-02-06,2010-02-06,Business - Personal,6,18-30,,,,QC,Corporate Stores
9816768168061,2009-01,2009-01,2009-01-03,2009-01-03,Business - Personal,1,31-40,,,,ON,Corporate Stores
9817628178934,2009-07,,2009-07-11,,Business - Personal,4,31-40,HCDP,,HCDS,ON,Corporate Stores
9819586196287,2010-08,,2010-08-07,,Business - Personal,2,41-50,,,,ON,Corporate Stores
9819762192150,2010-09,2010-09,2010-09-04,04/09/2010,Business - Personal,6,41-50,,,,BC,Dealers
9818830180905,2010-03,2010-03,06/03/2010,06/03/2010,Business - Personal,7,18-30,,,,ON,corporate stores
9818107187626,2009-10,2009-10,2009-10-03,2009/10/03,Business - Personal,4,18-30,,,,ON,Dealers
9819427197992,2010-07,2010-07,2010-07-10,2010-07-10,Business - Personal,1,18-30,,,,  ON ,Dealers
9819756196240,2010-09,2010-09,2010-09-04,2010-09-04,Business - Personal,6,41-50,,,,  ON ,Dealers
9817759179216,2009-08,2009-08,2009-08-01,2009/08/01,Business - Personal,4,18-30,,,,AB,Corporate Stores
9819132192503,2010-05,2010-05,2010-05-08,2010-05-08,Business - Personal,8,31-40,,,,  ON ,CORPORATE STORES
9821127217114,2010-11,2010-11,06/11/2010,2010-11-06,Business - Personal,2,41-50,,,,QC,Corporate Stores
9817772172204,2009-08,,2009-08-08,,Business - Personal,4,41-50,,,,BC,  Corporate Stores 
9817618178900,2009-07,,2009-07-04,,Business - Personal,3,50+,HCDP,,HCDS,ON,Dealers
9817457177331,2009-06,2009-06,2009-06-06,2009-06-06,Business - Personal,3,18-30,,,,on,Corporate Stores
9818360180997,2009-12,2009-12,2009-12-05,2009-12-05,Business - Personal,5,41-50,,,,QC,  Corporate Stores 
9818361181510,2009-12,,2009-12-05,,Business - Personal,5,41-50,,,,QC,Corporate Stores
9817628178110,2009-07,2009-07,2009-07-11,2009-07-11,Business - Personal,4,50+,,,,ON,Dealers
9818232182291,2009-11,,2009-11-07,,Business - Personal,5,31-40,,,,ON,Dealers
9818570180212,2010-01,2010-01,2010-01-02,2010-01-02,Business - Personal,5,18-30,,,,  AB ,Corporate Stores
9817765175926,2009-08,2009-08,2009-08-08,08/08/2009,Business - Personal,4,50+,,,,ON,Dealers
9818833183565,2010-03,2010-03,2010-03-06,2010-03-06,Business - Personal,7,50+,,,,ON,Corporate Stores
9817928178686,2009-09,,2009-09-05,2009-09-05,Business - Personal,4,41-50,HCDP,,HCDS,on,Corporate Stores
9821275215741,2010-12,,2010-12-04,,Business - Personal,3,41-50,HCDP,,HCDS,BC,Dealers
9818704184367,2010-02,2010-02,2010-02-06,2010-02-06,Business - Personal,6,50+,,,,  ON ,Dealers
9817480170323,2009-06,2009-06,2009-06-06,2009-06-06,Business - Personal,3,41-50,,,,ON,Dealers
9816775165084,2009-01,,2009-01-10,,Business - Personal,1,18-30,,,,QC,CORPORATE STORES
9819771191405,2010-09,2010-09,2010-09-04,2010-09-04,Business - Personal,2,41-50,,,,QC,Corporate Stores
9818368188823,2009-12,2009-12,2009-12-05,05/12/2009,Business - Personal,5,50+,,,,qc,Dealers
9817628178000,2009-07,2009-07,11/07/2009,2009-07-11,Business - Personal,4,50+,,,,QC,Dealers
9819131191608,2010-05,2010-05,2010-05-08,2010-05-08,Business - Personal,8,  41-50 ,,,,QC,corporate stores
9819268198588,2010-06,2010-06,2010/06/05,2010/06/05,Business - Personal,8,31-40,,,,ON,Corporate Stores
9821125215863,2010-11,,2010-11-06,,Business - Personal,2,18-30,HCDP,,HCDS,QC,Corporate Stores
9816906166452,2009-02,,2009-02-07,,Business - Personal,2,18-30,,,,BC,CORPORATE STORES
9817627177085,2009-07,2009-07,2009/07/04,2009-07-04,Business - Personal,4,41-50,,,,ON,Corporate Stores
9817625175749,2009-07,2009-07,04/07/2009,2009/07/04,Business - Personal,3,41-50,,,,QC,CORPORATE STORES
9819574194408,2010-08,2010-08,2010-08-07,2010-08-07,Business - Personal,1,31-40,,,,QC,Corporate Stores
9819257197110,2010-06,,2010-06-05,,Business - Personal,8,18-30,,,,ON,Dealers
9817322172345,2009-05,2009-05,2009-05-09,2009-05-09,Business - Personal,3,41-50,,,,BC,Dealers
9817164174620,2009-04,2009-04,2009/04/04,2009-04-04,Business - Personal,3,41-50,,,,bc,Dealers
9816901161867,2009-02,2009-02,2009-02-07,2009-02-07,Business - Personal,2,31-40,,,,ON,Dealers
9819775195669,2010-09,2010-09,2010-09-04,2010/09/04,Business - Personal,6,41-50,,,,ON,Corporate Stores
9819752192140,2010-09,,2010-09-04,,Business - Personal,6,18-30,,,,ON,  Dealers 
9818371181340,2009-12,,2009/12/05,,Business - Personal,5,18-30,,,,ON,Corporate Stores
9817461171000,2009-06,2009-06,2009-06-06,06/06/2009,Business - Personal,3,50+,,,,BC,Dealers
9818245185660,2009-11,2009-11,2009-11-07,2009-11-07,Business - Personal,5,50+,,,,AB,Dealers
9819578198676,2010-08,2010-08,2010-08-07,2010-08-07,Business - Personal,2,50+,,,,ON,Dealers
9819268198631,2010-06,2010-06,2010-06-05,2010-06-05,Business - Personal,8,41-50,HCDP,,HCDS,on,CORPORATE STORES
9818099189262,2009-10,2009-10,03/10/2009,2009-10-03,Business - Personal,4,18-30,,,,ON,Dealers
9819585195431,2010-08,,2010-08-07,,Business - Personal,2,41-50,HCDP,,,ON,Corporate Stores
9817617177408,2009-07,,2009-07-04,,Business - Personal,3,41-50,,,,on,Corporate Stores
9816769169984,2009-01,,2009-01-03,,Business - Personal,1,  18-30 ,,,,QC,Corporate Stores
9819940190416,2010-10,,2010-10-02,,Business - Personal,3,50+,,,,ab,Corporate Stores
9819271191629,2010-06,,2010-06-05,,Business - Personal,8,41-50,HCDP,,HCDS,QC,Corporate Stores
9817767177713,2009-08,2009-08,08/08/2009,2009-08-08,Business - Personal,4,18-30,,,,ON,Corporate Stores
9817771171070,2009-08,,08/08/2009,,Business - Personal,4,41-50,,,,on,Dealers
9817464174262,2009-06,2010-05,2009-06-06,2010-05-08,Business - Personal,3,18-30,,,,QC,Corporate Stores
9819122192699,2010-05,,2010-05-08,,Business - Personal,8,18-30,,,,QC,Corporate Stores
9817175175888,2009-04,2009-04,2009-04-04,2009-04-04,Business - Personal,3,50+,,,,ON,  Dealers 
9817777177158,2009-08,2009-08,2009-08-08,2009-08-08,Business - Personal,4,  31-40 ,,,,QC,Corporate Stores
9819764194994,2010-09,2010-09,2010-09-04,2010-09-04,Business - Personal,2,41-50,,,,QC,Corporate Stores
9818100180274,2009-10,2009-10,2009-10-03,2009-10-03,Business - Personal,4,31-40,,,,BC,Dealers
9821135215930,2010-11,2010-11,2010-11-06,2010-11-06,Business - Personal,2,31-40,,,,QC,dealers
9819578198566,2010-08,2010-08,2010-08-07,2010-08-07,Business - Personal,1,41-50,HCDP,,HCDS,BC,Dealers
9818578188587,2010-01,,2010-01-09,,Business - Personal,2,18-30,,,,QC,Corporate Stores
9817171171989,2009-04,2009-04,2009-04-04,2009-04-04,Business - Personal,3,18-30,,,,ON,Corporate Stores
9817619179031,2009-07,,2009-07-04,,Business - Personal,3,41-50,,,,ON,Corporate Stores
9817470170104,2009-06,2009-06,2009-06-06,2009-06-06,Business - Personal,3,41-50,,,,ON,Dealers
9818718188891,2010-02,2010-02,2010-02-06,2010/02/06,Business - Personal,6,31-40,,,,AB,Dealers
