BAN,FIRST_CREDIT_DATE,FIRST_CREDIT_CLASS,SCORE_CARD,CREDIT_SCORE
9819425195584,2010-07-04,  B ,EQFX,954
9819255195010,2010-06-01,L,EQFX,577
9819273193024,2010-06-04,B,EQFX,970
9819417197555,2010-07-02,K,EQFX,488
9819948198024,2010-10-04,B,EQFX,968
9818976186564,02/04/2010,  K ,EQFX,398
9818232182963,2009-11-01,B,EQFX,941
9817937177353,2009-09-02,x,EQFX,587
9818096186530,2009-10-01,B,EQFX,970
9817760170055,2009-08-01,B,EQFX,968
9819930190323,2010-10-01,B,EQFX,989
9819933193277,2010-10-01,L,EQFX,864
9821279219235,2010-12-04,B,EQFX,985
9817457177577,2009-06-01,X,EQFX,512
9819776196343,2010-09-04,B,EQFX,973
9821271211817,2010-12-03,X,EQFX,
9818249189919,2009-11-05,K,EQFX,106
9817956176183,2009-09-05,X,EQFX,421
9819780190927,2010-09-04,L,EQFX,822
9819124194918,2010-05-03,B,EQFX,957
9819940190191,2010/10/02,b,EQFX,997
9817024174126,2009-03-03,L,ECBS,776
9817456176389,01/06/2009,B,EQFX,990
9817468178474,2009-06-03,B,EQFX,968
9819775195355,2010-09-04,B,EQFX,987
9818095185028,2009/10/01,K,EQFX,382
9819116196971,2010-05-02,B,EQFX,
9816918168046,2009-02-05,K,  EQFX ,270
9817626176128,2009-07-04,K,EQFX,146
9817326176608,2009-05-05,B,EQFX,975
9819578198134,2010-08-03,B,EQFX,994
9819945195328,2010-10-03,B,EQFX,949
9817317177707,2009-05-03,K,eqfx,376
9818825185129,01/03/2010,L,ECBS,822
9819279199567,2010-06-05,B,EQFX,935
9818718188618,2010-02-04,X,ECBS,822
9817174174211,2009-04-03,B,EQFX,992
9817178178722,2009-04-04,X,ECBS,854
9818826186793,02/03/2010,K,EQFX,128
9819132192257,2010-05-05,B,EQFX,973
9817326176224,2009-05-05,B,EQFX,940
9816765165336,2009/01/02,B,EQFX,973
9819424194937,2010-07-04,B,EQFX,972
9817760170121,2009-08-01,K,EQFX,80
9818363183988,2009-12-01,X,EQFX,822
9818237187999,02/11/2009,X,EQFX,526
9817938178734,2009-09-02,L,ECBS,922
9817462172951,2009-06-02,X,EQFX,532
9818381181731,2009-12-05,B,EQFX,995
9818841181317,2010-03-05,L,ECBS,512
9818980180246,2010-04-03,B,EQFX,994
9819279199561,2010-06-05,B,EQFX,933
9818836186061,04/03/2010,B,eqfx,953
9819775195933,2010-09-04,  B ,eqfx,940
9818240180835,2009-11-03,X,EQFX,500
9817474174655,2009-06-04,X,EQFX,880
9818707187376,2010-02-01,X,EQFX,574
9818097187835,2009-10-01,L,  EQFX ,487
9819929199338,2010-10-01,B,  EQFX ,901
9819750190545,2010-09-01,x,EQFX,745
9817161171199,2009-04-01,  X ,EQFX,880
9821279219393,2010-12-04,B,EQFX,986
9817927177575,2009-09-01,B,EQFX,967
9817462172599,2009-06-02,K,EQFX,559
9819262192184,2010-06-02,B,EQFX,980
9818574184106,2010-01-03,B,EQFX,968
9818824184132,2010-03-01,  X ,EQFX,652
9817480170314,2009-06-05,X,EQFX,552
9819112192938,01/05/2010,L,EQFX,628
9817324174527,2009/05/04,X,EQFX,894
9819939199354,2010/10/02,X,eqfx,455
9819775195409,2010-09-04,B,eqfx,988
9817761171987,2009-08-02,  B ,EQFX,959
9819934194784,2010-10-01,B,EQFX,993
9816769169246,2009/01/02,X,EQFX,842
9816762162298,2009-01-01,B,EQFX,979
9819259199179,2010-06-01,B,EQFX,949
9819759199621,2010-09-02,B,EQFX,989
9817481171593,05/06/2009,B,EQFX,970
9819279199530,05/06/2010,B,EQFX,949
9819936196600,2010-10-02,B,EQFX,978
9817159179355,2009-04-01,X,EQFX,512
9819584194699,2010-08-04,L,ECBS,845
9821284214218,2010-12-05,B,eqfx,943
9819592192851,2010-08-05,L,ECBS,2
9818094184541,2009-10-01,B,EQFX,987
9817019179329,2009-03-02,B,EQFX,982
9817925175671,2009-09-01,X,EQFX,592
9817759179498,2009-08-01,  B ,eqfx,992
9818100180044,2009/10/02,L,ECBS,557
9819781191018,2010-09-04,B,EQFX,995
9818382182143,2009-12-05,B,  EQFX ,974
9818718188611,2010-02-04,B,EQFX,994
9818973183715,2010/04/01,X,ECBS,736
9817627177969,2009-07-05,B,EQFX,987
9817767177498,04/08/2009,B,EQFX,989
9818714184908,2010/02/03,b,EQFX,995
9818379189359,2009-12-04,X,EQFX,739
9817764174155,2009-08-02,B,EQFX,997
9818111181460,2009-10-04,B,EQFX,977
9819268198565,2010-06-03,B,EQFX,987
9819271191019,2010-06-04,B,EQFX,988
9816765165398,2009-01-02,B,  EQFX ,990
9817480170766,2009-06-05,k,EQFX,345
9819769199057,03/09/2010,X,EQFX,
9817930170766,2009-09-01,L,EQFX,540
9819428198608,2010/07/05,B,EQFX,954
9817018178576,2009-03-02,X,EQFX,713
9817630170316,2009-07-05,B,eqfx,976
9817314174797,2009-05-02,B,EQFX,980
9819956196333,2010-10-05,B,EQFX,987
9819263193454,2010-06-02,X,EQFX,736
9821125215029,2010-11-02,  X ,ECBS,822
9816900160996,2009-02-01,B,EQFX,996
9819784194196,2010-09-05,B,EQFX,978
9817937177696,02/09/2009,L,EQFX,786
9817330170060,05/05/2009,X,ECBS,557
9817773173405,05/08/2009,B,eqfx,966
9818242182121,2009/11/03,B,EQFX,984
9819414194449,02/07/2010,X,EQFX,692
9818833183415,2010/03/03,B,EQFX,979
9817925175168,01/09/2009,b,EQFX,955
9821123213278,2010-11-01,l,EQFX,934
9817169179187,2009-04-03,K,EQFX,100
9821126216106,2010-11-02,B,EQFX,987
9817171171274,2009-04-03,B,EQFX,993
9818723183165,2010-02-05,x,EQFX,571
9819771191683,2010/09/03,B,EQFX,988
9818825185278,2010-03-01,L,  EQFX ,641
9821273213957,03/12/2010,B,EQFX,993
9819119199217,2010-05-02,B,EQFX,983
9817329179917,2009/05/05,B,EQFX,962
9817317177221,02/05/2009,  B ,EQFX,986
9819426196004,2010-07-04,B,EQFX,992
9817170170045,2009-04-03,X,EQFX,736
9817159179903,2009-04-01,B,EQFX,958
9817773173312,2009-08-05,X,ECBS,178
9817323173132,2009-05-04,K,EQFX,31
9818365185217,2009-12-02,L,  ECBS ,880
9819776196124,2010-09-04,L,EQFX,557
9817615175542,2009/07/02,B,EQFX,987
9816899169931,2009-02-01,  B ,EQFX,973
9818110180978,2009-10-04,B,EQFX,967
9819414194096,2010-07-02,X,ECBS,8
9818713183354,2010/02/03,X,EQFX,825
9817322172169,2009-05-04,L,ECBS,880
9819431191898,05/07/2010,B,EQFX,986
9817472172607,2009-06-04,B,EQFX,991
9819580190051,2010-08-03,B,EQFX,970
9819421191276,2010/07/03,B,EQFX,993
9819580190194,2010-08-03,B,eqfx,994
9819134194088,2010-05-05,B,EQFX,983
9819777197985,2010-09-04,K,EQFX,282
9818368188089,02/12/2009,X,EQFX,800
9819281191183,2010/06/05,B,eqfx,984
9818108188089,03/10/2009,K,EQFX,266
9819258198104,2010-06-01,L,EQFX,822
9818376186335,2009-12-04,B,EQFX,970
9818379189832,2009-12-04,K,EQFX,206
9818241181796,2009-11-03,B,EQFX,987
9818984184864,05/04/2010,B,EQFX,985
9821272212946,2010-12-03,X,EQFX,556
9817470170745,2009-06-03,X,EQFX,894
9819256196250,01/06/2010,  X ,  EQFX ,244
9818969189977,2010-04-01,B,EQFX,987
9818573183818,2010-01-03,X,EQFX,551
9817472172406,2009-06-04,B,EQFX,980
9818831181953,2010-03-03,X,ECBS,512
9819259199460,2010-06-01,X,EQFX,913
9819264194431,2010-06-02,B,EQFX,
9821268218743,2010-12-02,X,EQFX,176
9817479179097,05/06/2009,K,EQFX,64
9819756196561,2010-09-01,b,EQFX,974
9819259199432,2010-06-01,B,EQFX,994
9821277217605,2010-12-04,L,ECBS,16
9818233183206,2009-11-01,B,eqfx,937
9818710180584,2010-02-02,X,EQFX,786
9819769199019,2010/09/03,X,EQFX,612
9819941191958,2010-10-02,B,EQFX,952
9817464174105,2009/06/02,B,EQFX,991
9818828188121,2010-03-02,X,EQFX,356
9818835185635,03/03/2010,L,EQFX,616
9819585195847,2010-08-04,B,EQFX,985
9818104184078,2009-10-02,B,EQFX,962
9819592192534,2010-08-05,X,ECBS,8
9817032172995,05/03/2009,L,EQFX,776
9819430190768,2010/07/05,B,EQFX,978
9819592192792,2010-08-05,L,EQFX,669
9819781191717,2010-09-05,B,eqfx,987
9818838188220,2010/03/04,x,EQFX,880
9819416196604,2010-07-02,X,EQFX,474
9818985185304,2010-04-05,X,ECBS,8
9819127197916,2010-05-04,X,ECBS,258
9818110180568,2009-10-04,L,ECBS,880
9817017177203,2009-03-02,B,EQFX,986
9819756196028,2010/09/01,B,EQFX,892
9818710180250,2010-02-02,X,eqfx,873
9821259219689,2010-12-01,L,EQFX,921
9819591191432,2010-08-05,B,EQFX,960
9817627177011,04/07/2009,  X ,EQFX,662
9817621171916,2009/07/03,K,EQFX,186
9817938178099,2009-09-02,B,EQFX,989
9817935175469,2009-09-02,K,EQFX,393
9819760190801,2010-09-02,l,eqfx,557
9818246186219,04/11/2009,b,EQFX,989
9818370180179,2009-12-03,B,EQFX,954
9819260190618,2010-06-02,B,EQFX,993
9819585195298,2010-08-04,L,EQFX,668
9817158178482,2009-04-01,B,EQFX,996
9817030170976,2009-03-05,K,EQFX,334
9818833183849,2010-03-03,L,ECBS,512
9821282212192,2010-12-05,L,EQFX,769
9819424194468,04/07/2010,B,eqfx,976
9819937197505,2010-10-02,B,EQFX,
9821269219773,2010-12-03,B,EQFX,992
9818568188373,2010-01-02,K,EQFX,320
9819758198621,02/09/2010,X,EQFX,880
9818568188576,2010-01-02,b,EQFX,996
9817622172039,2009-07-03,X,EQFX,313
9819949199297,2010-10-04,K,EQFX,49
9817170170746,2009/04/03,  L ,ecbs,854
9821266216227,02/12/2010,X,EQFX,800
9818098188692,2009-10-02,X,EQFX,749
9818724184559,2010-02-05,L,ECBS,14
9821267217668,2010-12-02,B,EQFX,984
9818095185556,2009-10-01,B,EQFX,993
9819430190232,2010-07-05,B,EQFX,995
9818583183939,2010/01/05,X,EQFX,786
9817322172283,2009-05-04,L,EQFX,466
9817018178849,2009-03-02,b,EQFX,991
9819119199491,2010-05-02,  B ,EQFX,
9818834184492,2010-03-03,  B ,EQFX,985
9819778198181,2010-09-04,B,EQFX,883
9819590190762,2010-08-05,L,EQFX,557
9817458178991,2009-06-01,X,EQFX,854
9818383183443,2009-12-05,B,EQFX,987
9821267217730,2010-12-02,B,EQFX,989
9817766176021,2009-08-03,k,eqfx,141
9821263213777,2010-12-01,B,EQFX,995
9819422192627,2010-07-03,K,EQFX,371
9819952192318,2010-10-05,B,EQFX,948
9821142212997,2010-11-05,K,EQFX,70
9818233183597,2009-11-01,B,eqfx,982
9821278218054,04/12/2010,B,EQFX,987
9821136216673,2010-11-04,K,EQFX,43
9819425195406,2010-07-04,B,EQFX,990
9821137217337,04/11/2010,B,EQFX,916
9821142212594,2010-11-05,b,EQFX,981
9818113183891,2009-10-05,X,EQFX,493
9817326176396,2009/05/05,B,EQFX,982
9818385185343,2009-12-05,B,EQFX,995
9818097187369,2009-10-01,B,EQFX,994
9821279219755,04/12/2010,b,EQFX,958
9817026176991,2009-03-04,X,EQFX,880
9818832182548,2010-03-03,X,EQFX,311
9818706186866,2010-02-01,B,EQFX,979
9819130190912,2010/05/05,B,EQFX,994
9818568188015,2010-01-02,b,EQFX,993
9817626176615,2009-07-04,X,EQFX,478
9819592192446,2010-08-05,B,EQFX,962
9819419199050,2010/07/02,B,EQFX,963
9818250180256,05/11/2009,B,EQFX,979
9818720180077,2010-02-04,B,EQFX,961
9819936196792,02/10/2010,B,EQFX,
9819430190819,05/07/2010,B,EQFX,952
9817626176661,2009-07-04,b,EQFX,990
9817021171010,2009-03-03,B,EQFX,983
9817611171999,2009-07-02,K,EQFX,260
9817618178244,2009/07/03,L,ecbs,557
9817325175414,2009-05-04,B,EQFX,935
9817322172488,04/05/2009,b,EQFX,985
9819270190995,2010-06-04,X,EQFX,739
9817176176126,2009-04-04,K,EQFX,319
9821283213005,2010-12-05,b,EQFX,995
9817927177009,2009-09-01,B,EQFX,990
9819280190214,2010-06-05,B,EQFX,971
9819953193967,2010-10-05,B,EQFX,992
9819954194916,2010-10-05,B,EQFX,959
9819779199285,2010-09-04,K,EQFX,375
9818115185834,2009-10-05,B,  EQFX ,971
9817613173971,2009-07-02,B,EQFX,982
9817608178782,2009/07/01,B,EQFX,984
9817315175058,2009-05-02,K,EQFX,465
9817772172932,2009/08/05,  X ,  EQFX ,786
9817012172983,2009-03-01,B,EQFX,993
9818246186991,2009-11-04,b,EQFX,969
9818092182660,2009-10-01,K,EQFX,325
9819764194038,2010-09-02,L,EQFX,601
9819117197040,2010-05-02,X,EQFX,
9818703183659,2010-02-01,K,  EQFX ,176
9819767197303,2010-09-03,X,EQFX,692
9817174174086,2009/04/03,B,EQFX,977
9817169179530,03/04/2009,B,eqfx,952
9817934174325,02/09/2009,X,EQFX,880
9817760170538,2009/08/01,B,EQFX,925
9816775165923,2009-01-04,B,EQFX,968
9821282212041,2010-12-05,B,EQFX,986
9819422192970,2010-07-03,b,EQFX,977
9818846186249,2010-03-05,B,  EQFX ,969
9818363183862,01/12/2009,l,EQFX,674
9818828188917,2010-03-02,B,EQFX,995
9819273193442,2010-06-04,X,ECBS,466
9819272192314,2010-06-04,k,EQFX,365
9819277197349,2010/06/05,B,EQFX,992
9821282212913,05/12/2010,B,EQFX,985
9819784194532,2010-09-05,X,EQFX,648
9821278218829,2010-12-04,  X ,EQFX,682
9819768198022,2010-09-03,B,EQFX,987
9817317177472,2009-05-02,k,eqfx,234
9819583193746,2010-08-04,L,ECBS,2
9821274214354,2010-12-03,k,  EQFX ,185
9821276216038,2010-12-04,B,EQFX,966
9819765195464,2010-09-02,L,EQFX,738
9817319179921,03/05/2009,B,EQFX,996
9816770160881,2009-01-03,K,EQFX,526
9819132192987,2010-05-05,X,EQFX,500
9819278198681,2010/06/05,B,EQFX,986
9818381181202,2009-12-05,L,ecbs,557
9821260210228,2010-12-01,B,EQFX,988
9819784194571,2010-09-05,B,EQFX,982
9817460170179,2009-06-01,X,ECBS,880
9818105185198,2009-10-03,B,eqfx,992
9818099189987,2009-10-02,  K ,EQFX,239
9821125215270,02/11/2010,K,EQFX,168
9821274214083,2010-12-03,X,EQFX,904
9821279219224,2010-12-04,B,EQFX,969
9819276196885,2010-06-05,K,EQFX,368
9819945195563,2010-10-03,l,ECBS,776
9819775195293,2010-09-04,B,EQFX,993
9817020170754,2009-03-03,B,eqfx,923
9818581181084,2010-01-04,B,EQFX,993
9819429199253,05/07/2010,B,eqfx,980
9821132212925,2010-11-03,B,EQFX,966
9818719189240,2010-02-04,B,EQFX,967
9819116196672,2010-05-02,B,EQFX,985
9817168178521,2009-04-03,K,EQFX,178
9821125215002,2010-11-02,L,ECBS,512
9818110180152,2009-10-04,B,EQFX,993
9817776176591,2009-08-05,  L ,EQFX,560
9817936176087,2009-09-02,B,EQFX,995
9819581191998,2010-08-04,L,ECBS,557
9817759179653,2009-08-01,B,EQFX,987
9821279219722,04/12/2010,B,EQFX,989
9817175175560,2009-04-04,B,EQFX,993
9819754194748,2010-09-01,B,eqfx,997
9819119199018,2010-05-02,L,EQFX,733
9821141211669,2010-11-05,B,EQFX,925
9821273213124,03/12/2010,X,ECBS,845
9817621171241,03/07/2009,L,ECBS,880
9818237187273,02/11/2009,B,EQFX,980
9818368188079,2009-12-02,B,EQFX,949
9817031171720,2009-03-05,L,ECBS,934
9817177177377,2009-04-04,B,  EQFX ,975
9817610170420,2009-07-02,b,EQFX,952
9817937177306,2009/09/02,b,EQFX,983
9817627177252,2009-07-04,B,EQFX,971
9818985185420,2010-04-05,L,EQFX,673
9817165175343,02/04/2009,X,EQFX,626
9819955195528,2010/10/05,B,eqfx,903
9818984184212,05/04/2010,X,EQFX,602
9819939199185,02/10/2010,X,EQFX,608
9816918168146,2009-02-05,B,EQFX,971
9821139219962,2010-11-05,B,eqfx,971
9819575195321,02/08/2010,B,  EQFX ,992
9818101181523,2009-10-02,K,EQFX,106
9818361181817,2009-12-01,B,EQFX,974
9818577187737,2010-01-04,B,EQFX,977
9818704184292,2010-02-01,K,eqfx,134
9819267197121,2010-06-03,B,EQFX,986
9818830180073,2010/03/02,L,  ECBS ,16
9819429199015,05/07/2010,B,  EQFX ,952
9819777197342,2010-09-04,X,EQFX,385
9819421191256,2010-07-03,B,EQFX,913
9817626176958,2009-07-04,B,EQFX,992
9819112192255,2010-05-01,X,ECBS,854
9818979189154,03/04/2010,B,EQFX,962
9818245185126,2009-11-04,L,EQFX,934
9818572182546,2010-01-02,  B ,EQFX,994
9819133193302,2010-05-05,X,EQFX,848
9817613173280,2009-07-02,K,EQFX,325
9819426196192,2010-07-04,B,EQFX,901
9819764194205,2010-09-02,B,EQFX,957
9821273213356,2010-12-03,K,EQFX,376
9816914164066,2009-02-04,K,EQFX,7
9818579189046,2010-01-04,B,EQFX,995
9817031171639,2009-03-05,b,EQFX,977
9819783193334,2010/09/05,B,EQFX,960
9819430190221,05/07/2010,L,EQFX,426
9817770170108,04/08/2009,B,EQFX,966
9819570190047,2010-08-01,B,EQFX,973
9817773173276,05/08/2009,X,eqfx,420
9817479179507,2009-06-05,B,EQFX,994
9817459179819,2009-06-01,k,EQFX,303
9819751191950,2010-09-01,B,EQFX,976
9818092182985,2009-10-01,L,EQFX,584
9817479179644,2009-06-05,B,EQFX,991
9816774164887,2009-01-04,B,  EQFX ,987
9819420190905,03/07/2010,L,EQFX,512
9819117197654,2010/05/02,B,EQFX,971
9818829189560,2010-03-02,B,EQFX,970
9817774174123,2009-08-05,K,EQFX,226
9818568188401,2010-01-02,B,EQFX,952
9821281211709,2010-12-05,B,EQFX,983
9818100180693,2009-10-02,B,  EQFX ,994
9817465175175,2009-06-02,B,EQFX,985
9817177177204,2009-04-04,L,EQFX,482
9818105185059,2009-10-03,B,EQFX,969
9819419199510,02/07/2010,X,ECBS,8
9819123193263,2010-05-03,L,EQFX,319
9821277217423,2010-12-04,B,EQFX,995
9818369189948,03/12/2009,K,EQFX,173
9816907167537,03/02/2009,B,EQFX,996
9818239189773,2009-11-03,B,eqfx,975
9817464174945,2009-06-02,K,EQFX,196
9817327177981,2009-05-05,  L ,  ECBS ,602
9821126216455,2010-11-02,L,EQFX,692
9818117187052,2009/10/05,B,EQFX,996
9818976186894,2010/04/02,B,EQFX,991
9818845185936,2010-03-05,X,ECBS,
9816901161701,2009-02-01,B,EQFX,988
9818981181025,2010-04-03,B,EQFX,994
9818105185897,2009-10-03,B,EQFX,992
9821271211736,2010-12-03,B,EQFX,990
9817319179650,03/05/2009,B,EQFX,993
9817179179059,2009/04/04,B,EQFX,975
9818831181960,2010-03-03,X,EQFX,512
9821281211187,2010-12-04,B,EQFX,986
9819123193835,2010-05-03,L,  ECBS ,916
9821268218823,2010-12-02,X,EQFX,842
9818717187955,2010-02-04,L,ECBS,9
9816775165533,2009-01-04,B,EQFX,991
9818724184978,2010-02-05,L,ECBS,12
9819934194216,2010/10/01,X,EQFX,629
9818980180882,03/04/2010,  X ,EQFX,869
9819752192267,2010-09-01,B,EQFX,989
9819424194599,2010-07-04,b,EQFX,
9816764164189,2009-01-02,k,EQFX,88
9821271211068,2010/12/03,B,EQFX,900
9819578198961,2010-08-03,x,EQFX,
9818726186011,2010-02-05,B,EQFX,962
9818108188893,2009-10-03,X,EQFX,460
9817619179656,2009-07-03,X,EQFX,822
9819569199380,2010-08-01,X,EQFX,103
9819271191250,2010-06-04,X,eqfx,168
9821144214003,2010-11-05,X,EQFX,875
9819425195047,2010-07-04,B,EQFX,986
9816781161724,2009-01-05,B,EQFX,955
9819776196325,2010-09-04,L,EQFX,450
9818715185484,2010-02-03,K,eqfx,287
9817311171229,01/05/2009,L,EQFX,678
9819416196109,02/07/2010,B,EQFX,929
9818976186779,02/04/2010,  B ,  EQFX ,962
9819755195967,01/09/2010,B,EQFX,992
9818368188274,2009-12-02,K,EQFX,369
9818975185872,2010-04-02,  L ,EQFX,640
9817620170475,2009-07-03,B,EQFX,994
9818251181654,2009-11-05,B,EQFX,969
9819255195696,2010/06/01,  B ,  EQFX ,991
9818240180775,2009-11-03,X,EQFX,877
9817030170285,2009-03-05,B,EQFX,976
9818981181773,2010-04-03,B,EQFX,996
9821135215059,04/11/2010,X,EQFX,557
9817767177466,2009-08-04,B,EQFX,985
9817462172365,2009-06-02,K,EQFX,422
9818384184286,2009-12-05,B,EQFX,984
9819750190930,2010-09-01,B,EQFX,987
9818241181668,2009-11-03,L,  ECBS ,557
9818576186079,03/01/2010,B,EQFX,978
9816900160616,2009-02-01,L,ECBS,557
9817766176766,2009-08-03,K,EQFX,303
9821139219406,2010-11-05,b,eqfx,952
9819116196941,02/05/2010,B,  EQFX ,
9818984184111,2010-04-05,K,EQFX,345
9818362182625,2009-12-01,X,ECBS,822
9819120190896,2010-05-03,  B ,EQFX,961
9819764194669,2010-09-02,L,EQFX,687
9817025175713,2009-03-04,K,EQFX,280
9818093183858,2009-10-01,B,EQFX,980
9816903163516,02/02/2009,B,eqfx,992
9818845185844,05/03/2010,L,ecbs,650
9819784194825,2010-09-05,  K ,EQFX,465
9817612172596,02/07/2009,B,EQFX,985
9817772172045,2009-08-04,B,EQFX,989
9818102182839,2009/10/02,K,EQFX,295
9819940190304,2010-10-02,B,EQFX,985
9818116186921,2009-10-05,X,eqfx,673
9819578198609,2010/08/03,L,EQFX,584
9817764174861,2009-08-03,B,EQFX,952
9819418198983,2010-07-02,X,ECBS,736
9818106186737,03/10/2009,L,EQFX,468
9819578198099,03/08/2010,x,EQFX,322
9818978188660,2010-04-03,X,EQFX,524
9819266196376,2010-06-03,  B ,EQFX,985
9816904164234,02/02/2009,K,EQFX,432
9817174174434,2009-04-04,B,EQFX,981
9818719189479,2010-02-04,  X ,EQFX,904
9819754194626,2010-09-01,B,EQFX,985
9821278218068,04/12/2010,B,EQFX,974
9819263193481,2010/06/02,B,EQFX,980
9817461171464,2009-06-02,B,EQFX,971
9816772162759,2009-01-03,B,eqfx,993
9821269219091,2010-12-02,B,EQFX,990
9816912162719,04/02/2009,L,EQFX,822
9817617177297,2009-07-03,X,EQFX,880
9818365185555,2009-12-02,B,EQFX,975
9818977187865,2010-04-02,K,EQFX,279
9816781161849,05/01/2009,B,EQFX,992
9818835185808,2010-03-03,L,EQFX,640
9819421191772,03/07/2010,B,EQFX,988
9818580180079,2010-01-04,X,eqfx,854
9819950190934,2010-10-04,X,ECBS,782
9818981181273,03/04/2010,K,EQFX,302
9818715185311,2010-02-03,K,EQFX,368
9818372182976,03/12/2009,l,EQFX,629
9818108188412,2009-10-03,B,EQFX,997
9818723183267,2010/02/05,L,ECBS,9
9819782192776,2010-09-05,B,EQFX,987
9818973183682,2010-04-01,L,ECBS,512
9819267197630,2010-06-03,X,  EQFX ,854
9818723183738,2010-02-05,K,EQFX,61
9819254194934,2010-06-01,B,EQFX,930
9818370180671,03/12/2009,K,EQFX,130
9817175175277,2009-04-04,K,EQFX,259
9817623173785,2009-07-04,B,eqfx,987
9821281211688,2010-12-05,B,EQFX,992
9821128218753,2010-11-02,B,EQFX,993
9821279219775,2010-12-04,L,  EQFX ,466
9818236186419,2009-11-02,X,ECBS,844
9817179179028,2009-04-04,X,EQFX,842
9817020170194,2009-03-03,B,EQFX,970
9818366186986,2009-12-02,  B ,EQFX,970
9819129199298,2010-05-04,K,EQFX,343
9819764194498,2010-09-02,L,EQFX,880
9818571181988,2010-01-02,B,EQFX,960
9819780190171,2010-09-04,x,EQFX,648
9818837187503,2010-03-04,B,EQFX,959
9816771161814,03/01/2009,L,ECBS,750
9819412192813,2010-07-02,B,EQFX,994
9819572192843,2010-08-02,X,EQFX,939
9821271211497,2010-12-03,X,EQFX,420
9818101181977,2009-10-02,B,EQFX,994
9818843183448,2010-03-05,L,EQFX,665
9821268218628,2010-12-02,L,EQFX,780
9817761171510,2009-08-01,B,EQFX,964
9819115195047,2010-05-01,  L ,EQFX,650
9818370180531,2009-12-03,b,EQFX,994
9821274214519,2010-12-03,B,EQFX,956
9819266196117,2010-06-03,b,EQFX,945
9818584184276,2010-01-05,B,EQFX,983
9816905165835,2009-02-02,X,EQFX,465
9821277217371,04/12/2010,B,EQFX,925
9818110180142,2009-10-04,B,EQFX,990
9818830180111,2010-03-02,X,  EQFX ,660
9821274214977,2010-12-03,K,EQFX,275
9819769199581,2010-09-03,B,EQFX,984
9818722182866,2010-02-05,B,EQFX,970
9817460170480,01/06/2009,b,EQFX,971
9818109189426,2009-10-03,X,EQFX,464
9818828188756,2010-03-02,X,  EQFX ,518
9818726186179,05/02/2010,X,ECBS,822
9817772172067,2009-08-04,B,  EQFX ,974
9819419199331,2010-07-02,B,EQFX,953
9821132212873,2010-11-03,B,EQFX,982
9819583193988,04/08/2010,L,EQFX,282
9817325175663,04/05/2009,L,EQFX,541
9819580190348,2010-08-03,X,EQFX,519
9819431191039,05/07/2010,  L ,EQFX,322
9818572182983,2010-01-03,B,EQFX,975
9819930190289,2010-10-01,L,  EQFX ,557
9817307177340,2009-05-01,B,EQFX,992
9818703183470,2010-02-01,L,EQFX,854
9818099189235,2009-10-02,X,EQFX,557
9819577197094,2010-08-03,X,EQFX,
9819765195195,2010-09-02,B,EQFX,935
9816919169201,05/02/2009,k,EQFX,116
9819770190899,2010-09-03,B,EQFX,944
9818843183692,2010-03-05,X,ECBS,8
9816906166329,2009/02/02,B,EQFX,983
9818979189622,2010-04-03,K,EQFX,77
9818712182317,2010-02-02,L,EQFX,506
9817935175425,02/09/2009,K,EQFX,131
9817769179745,2009-08-04,K,EQFX,120
9817482172039,05/06/2009,X,EQFX,734
9817013173936,2009-03-01,L,EQFX,653
9819277197068,2010-06-05,B,EQFX,994
9817934174783,2009-09-02,B,EQFX,990
9818705185113,2010-02-01,X,EQFX,439
9821268218906,2010-12-02,X,EQFX,500
9819127197687,2010-05-04,B,EQFX,981
9819118198902,2010-05-02,B,  EQFX ,980
9817027177868,2009/03/04,X,EQFX,558
9821139219919,05/11/2010,L,EQFX,706
9821278218270,2010-12-04,  K ,EQFX,208
9819119199410,2010-05-02,X,EQFX,745
9817164174205,2009-04-02,B,EQFX,980
9818116186194,2009-10-05,L,  EQFX ,472
9817777177813,2009-08-05,B,EQFX,986
9819255195139,2010-06-01,K,EQFX,50
9817313173865,2009/05/02,K,EQFX,99
9819574194634,2010-08-02,X,EQFX,512
9817167177314,2009-04-02,B,EQFX,992
9817174174175,2009-04-03,b,EQFX,994
9817625175741,2009-07-04,X,ECBS,602
9817927177417,2009-09-01,  L ,EQFX,457
9818115185508,2009-10-05,X,EQFX,557
9819784194544,05/09/2010,B,EQFX,988
9821276216435,2010-12-04,K,EQFX,362
9817764174530,2009-08-03,K,EQFX,552
9821139219752,2010-11-05,B,EQFX,972
9821124214482,2010-11-01,B,  EQFX ,998
9819934194017,2010-10-01,L,EQFX,464
9819424194675,2010/07/04,B,eqfx,952
9819955195019,2010-10-05,l,ECBS,16
9819574194805,2010-08-02,K,EQFX,439
9817018178921,02/03/2009,X,EQFX,722
9817329179366,2009-05-05,X,EQFX,343
9818573183599,2010-01-03,B,eqfx,995
9817926176949,2009-09-01,B,EQFX,993
9817776176516,2009-08-05,K,EQFX,103
9818571181793,2010/01/02,X,EQFX,861
9817177177694,2009/04/04,K,EQFX,208
9819269199998,2010-06-03,K,EQFX,208
9819259199200,2010-06-01,X,EQFX,587
9819779199514,2010/09/04,B,EQFX,960
9818840180613,2010-03-04,X,EQFX,378
9818241181758,2009-11-03,L,ECBS,722
9818233183224,01/11/2009,B,EQFX,993
9819590190600,05/08/2010,B,EQFX,985
