Area Code,Date,Market,Market Size,Product,Product Type,State,Type,Budget COGS,Budget Margin,Budget Profit,Budget Sales,Cogs,Inventory,Margin,Marketing,Number of Records,Profit,Sales,Total Expenses
419,11/1/2012 12:00:00 AM,Central,Major Market,Decaf Espresso,Espresso,Ohio,Decaf,70,80,40,$0K,55,410,69,20,1,16,$0K,53
970,11/1/2012 12:00:00 AM,Central,Major Market,Chamomile,Herbal Tea,Colorado,Decaf,170,160,100,$0K,181,1283,182,50,1,107,$0K,75
312,11/1/2012 12:00:00 AM,Central,Major Market,Chamomile,Herbal Tea,Illinois,Decaf,110,150,110,$0K,118,930,172,33,1,127,$0K,45
937,11/1/2012 12:00:00 AM,Central,Major Market,Chamomile,Herbal Tea,Ohio,Decaf,30,40,30,$0K,32,482,48,8,1,29,$0K,19
303,11/1/2012 12:00:00 AM,Central,Major Market,Lemon,Herbal Tea,Colorado,Decaf,40,70,10,$0K,52,509,73,47,1,-4,$0K,77
773,11/1/2012 12:00:00 AM,Central,Major Market,Lemon,Herbal Tea,Illinois,Decaf,30,50,30,$0K,40,536,52,13,1,27,$0K,25
614,11/1/2012 12:00:00 AM,Central,Major Market,Lemon,Herbal Tea,Ohio,Decaf,30,50,40,$0K,36,862,52,10,1,30,$0K,22
720,11/1/2012 12:00:00 AM,Central,Major Market,Mint,Herbal Tea,Colorado,Decaf,50,70,40,$0K,59,411,79,19,1,32,$0K,47
630,11/1/2012 12:00:00 AM,Central,Major Market,Mint,Herbal Tea,Illinois,Decaf,70,110,80,$0K,81,984,117,22,1,84,$0K,33
772,11/1/2012 12:00:00 AM,East,Major Market,Decaf Irish Cream,Coffee,Florida,Decaf,90,130,90,$0K,102,666,143,31,1,89,$0K,54
561,11/1/2012 12:00:00 AM,East,Major Market,Decaf Espresso,Espresso,Florida,Decaf,70,100,60,$0K,77,557,103,25,1,51,$0K,52
561,11/1/2012 12:00:00 AM,East,Major Market,Chamomile,Herbal Tea,Florida,Decaf,10,20,10,$0K,22,570,30,7,1,11,$0K,19
407,11/1/2012 12:00:00 AM,East,Major Market,Lemon,Herbal Tea,Florida,Decaf,40,40,10,$0K,54,391,67,20,1,13,$0K,54
617,11/1/2012 12:00:00 AM,East,Major Market,Lemon,Herbal Tea,Massachusetts,Decaf,40,50,20,$0K,55,410,69,20,1,15,$0K,54
631,11/1/2012 12:00:00 AM,East,Major Market,Lemon,Herbal Tea,New York,Decaf,180,240,140,$0K,245,1704,331,93,1,204,$1K,127
954,11/1/2012 12:00:00 AM,East,Major Market,Mint,Herbal Tea,Florida,Decaf,50,60,30,$0K,75,1063,89,23,1,44,$0K,45
914,11/1/2012 12:00:00 AM,East,Major Market,Mint,Herbal Tea,New York,Decaf,160,-50,-120,$0K,225,4742,-65,69,1,-156,$0K,91
915,11/1/2012 12:00:00 AM,South,Major Market,Decaf Irish Cream,Coffee,Texas,Decaf,40,60,40,$0K,40,536,52,13,1,26,$0K,26
210,11/1/2012 12:00:00 AM,South,Major Market,Decaf Espresso,Espresso,Texas,Decaf,30,60,40,$0K,50,589,73,14,1,48,$0K,25
713,11/1/2012 12:00:00 AM,South,Major Market,Chamomile,Herbal Tea,Texas,Decaf,50,70,40,$0K,59,411,79,19,1,32,$0K,47
936,11/1/2012 12:00:00 AM,South,Major Market,Lemon,Herbal Tea,Texas,Decaf,40,60,30,$0K,46,424,68,14,1,31,$0K,37
909,11/1/2012 12:00:00 AM,West,Major Market,Decaf Irish Cream,Coffee,California,Decaf,200,-30,-130,$0K,173,3909,-27,57,1,-127,$0K,100
707,11/1/2012 12:00:00 AM,West,Major Market,Decaf Espresso,Espresso,California,Decaf,220,290,190,$1K,228,1691,304,75,1,197,$1K,107
213,11/1/2012 12:00:00 AM,West,Major Market,Chamomile,Herbal Tea,California,Decaf,70,110,80,$0K,81,984,117,22,1,84,$0K,33
213,11/1/2012 12:00:00 AM,West,Major Market,Lemon,Herbal Tea,California,Decaf,210,240,160,$0K,225,1272,265,69,1,174,$0K,91
707,11/1/2012 12:00:00 AM,West,Major Market,Mint,Herbal Tea,California,Decaf,30,50,30,$0K,40,536,52,13,1,27,$0K,25
970,11/1/2012 12:00:00 AM,Central,Major Market,Amaretto,Coffee,Colorado,Regular,110,170,130,$0K,118,930,172,33,1,128,$0K,44
330,11/1/2012 12:00:00 AM,Central,Major Market,Amaretto,Coffee,Ohio,Regular,50,80,50,$0K,59,411,79,19,1,33,$0K,46
970,11/1/2012 12:00:00 AM,Central,Major Market,Colombian,Coffee,Colorado,Regular,30,60,40,$0K,40,536,52,13,1,27,$0K,25
815,11/1/2012 12:00:00 AM,Central,Major Market,Colombian,Coffee,Illinois,Regular,170,230,140,$0K,173,1150,239,57,1,139,$0K,100
614,11/1/2012 12:00:00 AM,Central,Major Market,Colombian,Coffee,Ohio,Regular,40,70,40,$0K,46,424,68,14,1,32,$0K,36
303,11/1/2012 12:00:00 AM,Central,Major Market,Caffe Mocha,Espresso,Colorado,Regular,60,90,70,$0K,50,589,73,14,1,48,$0K,25
224,11/1/2012 12:00:00 AM,Central,Major Market,Caffe Mocha,Espresso,Illinois,Regular,290,390,290,$1K,228,1691,304,75,1,196,$1K,108
440,11/1/2012 12:00:00 AM,Central,Major Market,Caffe Mocha,Espresso,Ohio,Regular,230,230,170,$0K,181,1283,182,50,1,107,$0K,75
719,11/1/2012 12:00:00 AM,Central,Major Market,Darjeeling,Tea,Colorado,Regular,40,60,20,$0K,55,410,69,20,1,15,$0K,54
847,11/1/2012 12:00:00 AM,Central,Major Market,Darjeeling,Tea,Illinois,Regular,40,60,40,$0K,50,589,73,14,1,48,$0K,25
330,11/1/2012 12:00:00 AM,Central,Major Market,Darjeeling,Tea,Ohio,Regular,60,100,60,$0K,78,798,119,25,1,62,$0K,57
719,11/1/2012 12:00:00 AM,Central,Major Market,Earl Grey,Tea,Colorado,Regular,40,60,30,$0K,57,1042,68,17,1,29,$0K,39
630,11/1/2012 12:00:00 AM,Central,Major Market,Earl Grey,Tea,Illinois,Regular,60,90,50,$0K,75,659,114,24,1,59,$0K,55
419,11/1/2012 12:00:00 AM,Central,Major Market,Earl Grey,Tea,Ohio,Regular,80,120,70,$0K,102,666,143,31,1,89,$0K,54
719,11/1/2012 12:00:00 AM,Central,Major Market,Green Tea,Tea,Colorado,Regular,70,90,60,$0K,88,561,112,29,1,70,$0K,42
754,11/1/2012 12:00:00 AM,East,Major Market,Colombian,Coffee,Florida,Regular,70,100,60,$0K,78,798,119,25,1,63,$0K,56
978,11/1/2012 12:00:00 AM,East,Major Market,Colombian,Coffee,Massachusetts,Regular,60,340,300,$0K,75,-3287,379,24,1,324,$0K,55
347,11/1/2012 12:00:00 AM,East,Major Market,Colombian,Coffee,New York,Regular,220,340,230,$1K,249,2580,374,87,1,236,$1K,138
754,11/1/2012 12:00:00 AM,East,Major Market,Caffe Mocha,Espresso,Florida,Regular,90,120,20,$0K,94,694,130,85,1,15,$0K,115
774,11/1/2012 12:00:00 AM,East,Major Market,Caffe Mocha,Espresso,Massachusetts,Regular,50,60,0,$0K,52,554,68,47,1,-8,$0K,76
347,11/1/2012 12:00:00 AM,East,Major Market,Caffe Mocha,Espresso,New York,Regular,110,-60,-190,$0K,121,3385,-60,109,1,-202,$0K,142
508,11/1/2012 12:00:00 AM,East,Major Market,Regular Espresso,Espresso,Massachusetts,Regular,170,180,120,$0K,181,1283,182,50,1,108,$0K,74
646,11/1/2012 12:00:00 AM,East,Major Market,Regular Espresso,Espresso,New York,Regular,200,460,390,$1K,211,933,464,59,1,381,$1K,83
352,11/1/2012 12:00:00 AM,East,Major Market,Darjeeling,Tea,Florida,Regular,20,50,40,$0K,28,875,42,7,1,23,$0K,19
339,11/1/2012 12:00:00 AM,East,Major Market,Darjeeling,Tea,Massachusetts,Regular,30,60,40,$0K,36,862,52,10,1,31,$0K,21
518,11/1/2012 12:00:00 AM,East,Major Market,Darjeeling,Tea,New York,Regular,80,120,90,$0K,81,984,117,22,1,84,$0K,33
315,11/1/2012 12:00:00 AM,East,Major Market,Earl Grey,Tea,New York,Regular,120,170,130,$0K,118,930,172,33,1,127,$0K,45
561,11/1/2012 12:00:00 AM,East,Major Market,Green Tea,Tea,Florida,Regular,30,50,40,$0K,31,856,47,8,1,28,$0K,19
351,11/1/2012 12:00:00 AM,East,Major Market,Green Tea,Tea,Massachusetts,Regular,30,50,40,$0K,32,482,48,8,1,29,$0K,19
718,11/1/2012 12:00:00 AM,East,Major Market,Green Tea,Tea,New York,Regular,50,70,50,$0K,50,589,73,14,1,47,$0K,26
956,11/1/2012 12:00:00 AM,South,Major Market,Colombian,Coffee,Texas,Regular,260,320,230,$1K,225,1272,265,69,1,174,$0K,91
817,11/1/2012 12:00:00 AM,South,Major Market,Caffe Latte,Espresso,Texas,Regular,50,90,40,$0K,75,-1050,114,24,1,59,$0K,55
409,11/1/2012 12:00:00 AM,South,Major Market,Caffe Mocha,Espresso,Texas,Regular,90,130,100,$0K,118,930,172,33,1,127,$0K,45
619,11/1/2012 12:00:00 AM,West,Major Market,Amaretto,Coffee,California,Regular,130,0,-50,$0K,113,2758,3,36,1,-56,$0K,59
951,11/1/2012 12:00:00 AM,West,Major Market,Colombian,Coffee,California,Regular,290,450,310,$1K,249,2580,374,87,1,235,$1K,139
559,11/1/2012 12:00:00 AM,West,Major Market,Caffe Latte,Espresso,California,Regular,200,210,140,$0K,211,1778,212,59,1,129,$0K,83
818,11/1/2012 12:00:00 AM,West,Major Market,Caffe Mocha,Espresso,California,Regular,110,170,40,$0K,121,912,168,109,1,26,$0K,142
213,11/1/2012 12:00:00 AM,West,Major Market,Darjeeling,Tea,California,Regular,80,130,110,$0K,118,930,172,33,1,128,$0K,44
650,11/1/2012 12:00:00 AM,West,Major Market,Earl Grey,Tea,California,Regular,30,50,40,$0K,50,589,73,14,1,47,$0K,26
650,11/1/2012 12:00:00 AM,West,Major Market,Green Tea,Tea,California,Regular,50,80,40,$0K,75,659,114,24,1,59,$0K,55
641,11/1/2012 12:00:00 AM,Central,Small Market,Decaf Irish Cream,Coffee,Iowa,Decaf,0,20,10,$0K,10,596,13,3,1,-3,$0K,16
314,11/1/2012 12:00:00 AM,Central,Small Market,Decaf Irish Cream,Coffee,Missouri,Decaf,60,80,40,$0K,69,1060,81,21,1,38,$0K,43
262,11/1/2012 12:00:00 AM,Central,Small Market,Decaf Irish Cream,Coffee,Wisconsin,Decaf,70,100,60,$0K,77,557,103,25,1,51,$0K,52
712,11/1/2012 12:00:00 AM,Central,Small Market,Decaf Espresso,Espresso,Iowa,Decaf,0,50,40,$0K,0,387,43,0,1,31,$0K,12
314,11/1/2012 12:00:00 AM,Central,Small Market,Decaf Espresso,Espresso,Missouri,Decaf,40,60,50,$0K,33,836,48,9,1,27,$0K,21
715,11/1/2012 12:00:00 AM,Central,Small Market,Decaf Espresso,Espresso,Wisconsin,Decaf,20,40,30,$0K,22,570,30,7,1,11,$0K,19
712,11/1/2012 12:00:00 AM,Central,Small Market,Chamomile,Herbal Tea,Iowa,Decaf,210,280,180,$0K,228,1691,304,75,1,196,$1K,108
573,11/1/2012 12:00:00 AM,Central,Small Market,Chamomile,Herbal Tea,Missouri,Decaf,40,50,0,$0K,44,325,62,40,1,-8,$0K,70
920,11/1/2012 12:00:00 AM,Central,Small Market,Chamomile,Herbal Tea,Wisconsin,Decaf,50,80,50,$0K,53,321,88,16,1,48,$0K,40
712,11/1/2012 12:00:00 AM,Central,Small Market,Lemon,Herbal Tea,Iowa,Decaf,100,150,100,$0K,113,803,165,36,1,107,$0K,58
573,11/1/2012 12:00:00 AM,Central,Small Market,Lemon,Herbal Tea,Missouri,Decaf,70,40,0,$0K,82,1804,40,25,1,-9,$0K,49
262,11/1/2012 12:00:00 AM,Central,Small Market,Lemon,Herbal Tea,Wisconsin,Decaf,20,50,40,$0K,31,856,47,8,1,27,$0K,20
860,11/1/2012 12:00:00 AM,East,Small Market,Decaf Espresso,Espresso,Connecticut,Decaf,50,70,40,$0K,53,380,71,17,1,26,$0K,45
860,11/1/2012 12:00:00 AM,East,Small Market,Lemon,Herbal Tea,Connecticut,Decaf,60,70,30,$0K,82,601,102,31,1,38,$0K,64
603,11/1/2012 12:00:00 AM,East,Small Market,Lemon,Herbal Tea,New Hampshire,Decaf,20,30,0,$0K,33,243,41,12,1,-4,$0K,45
475,11/1/2012 12:00:00 AM,East,Small Market,Mint,Herbal Tea,Connecticut,Decaf,50,50,30,$0K,69,1060,81,21,1,38,$0K,43
504,11/1/2012 12:00:00 AM,South,Small Market,Decaf Irish Cream,Coffee,Louisiana,Decaf,30,60,50,$0K,31,856,47,8,1,28,$0K,19
505,11/1/2012 12:00:00 AM,South,Small Market,Decaf Irish Cream,Coffee,New Mexico,Decaf,90,50,10,$0K,82,1804,40,25,1,-8,$0K,48
580,11/1/2012 12:00:00 AM,South,Small Market,Decaf Irish Cream,Coffee,Oklahoma,Decaf,40,60,40,$0K,36,862,52,10,1,30,$0K,22
225,11/1/2012 12:00:00 AM,South,Small Market,Decaf Espresso,Espresso,Louisiana,Decaf,30,60,30,$0K,49,454,71,15,1,34,$0K,37
505,11/1/2012 12:00:00 AM,South,Small Market,Decaf Espresso,Espresso,New Mexico,Decaf,20,40,20,$0K,35,248,47,11,1,8,$0K,39
918,11/1/2012 12:00:00 AM,South,Small Market,Decaf Espresso,Espresso,Oklahoma,Decaf,60,90,40,$0K,78,798,119,25,1,62,$0K,57
337,11/1/2012 12:00:00 AM,South,Small Market,Chamomile,Herbal Tea,Louisiana,Decaf,90,120,80,$0K,101,552,130,33,1,85,$0K,45
505,11/1/2012 12:00:00 AM,South,Small Market,Chamomile,Herbal Tea,New Mexico,Decaf,10,20,10,$0K,15,848,24,4,1,9,$0K,15
918,11/1/2012 12:00:00 AM,South,Small Market,Chamomile,Herbal Tea,Oklahoma,Decaf,50,60,20,$0K,54,391,67,20,1,13,$0K,54
337,11/1/2012 12:00:00 AM,South,Small Market,Lemon,Herbal Tea,Louisiana,Decaf,70,100,40,$0K,82,601,102,31,1,38,$0K,64
505,11/1/2012 12:00:00 AM,South,Small Market,Lemon,Herbal Tea,New Mexico,Decaf,20,30,10,$0K,29,1003,35,8,1,5,$0K,30
580,11/1/2012 12:00:00 AM,South,Small Market,Lemon,Herbal Tea,Oklahoma,Decaf,80,120,20,$0K,94,694,130,85,1,15,$0K,115
775,11/1/2012 12:00:00 AM,West,Small Market,Decaf Irish Cream,Coffee,Nevada,Decaf,30,40,20,$0K,29,1003,35,8,1,5,$0K,30
503,11/1/2012 12:00:00 AM,West,Small Market,Decaf Irish Cream,Coffee,Oregon,Decaf,50,80,50,$0K,46,424,68,14,1,32,$0K,36
801,11/1/2012 12:00:00 AM,West,Small Market,Decaf Irish Cream,Coffee,Utah,Decaf,90,120,60,$0K,82,601,102,31,1,38,$0K,64
253,11/1/2012 12:00:00 AM,West,Small Market,Decaf Irish Cream,Coffee,Washington,Decaf,110,150,40,$0K,94,694,130,85,1,16,$0K,114
775,11/1/2012 12:00:00 AM,West,Small Market,Decaf Espresso,Espresso,Nevada,Decaf,20,30,20,$0K,22,802,34,6,1,17,$0K,17
503,11/1/2012 12:00:00 AM,West,Small Market,Decaf Espresso,Espresso,Oregon,Decaf,170,180,120,$0K,181,1283,182,50,1,108,$0K,74
435,11/1/2012 12:00:00 AM,West,Small Market,Decaf Espresso,Espresso,Utah,Decaf,50,70,50,$0K,54,885,78,15,1,52,$0K,26
206,11/1/2012 12:00:00 AM,West,Small Market,Decaf Espresso,Espresso,Washington,Decaf,70,80,40,$0K,75,1063,89,23,1,45,$0K,44
775,11/1/2012 12:00:00 AM,West,Small Market,Chamomile,Herbal Tea,Nevada,Decaf,110,150,20,$0K,121,912,168,109,1,26,$0K,142
503,11/1/2012 12:00:00 AM,West,Small Market,Chamomile,Herbal Tea,Oregon,Decaf,20,30,20,$0K,25,823,38,7,1,19,$0K,19
801,11/1/2012 12:00:00 AM,West,Small Market,Chamomile,Herbal Tea,Utah,Decaf,40,60,30,$0K,46,316,67,14,1,30,$0K,37
206,11/1/2012 12:00:00 AM,West,Small Market,Chamomile,Herbal Tea,Washington,Decaf,120,180,120,$0K,130,1134,195,42,1,122,$0K,73
702,11/1/2012 12:00:00 AM,West,Small Market,Lemon,Herbal Tea,Nevada,Decaf,160,220,130,$0K,173,1150,239,57,1,138,$0K,101
971,11/1/2012 12:00:00 AM,West,Small Market,Lemon,Herbal Tea,Oregon,Decaf,80,100,70,$0K,88,561,112,29,1,70,$0K,42
435,11/1/2012 12:00:00 AM,West,Small Market,Lemon,Herbal Tea,Utah,Decaf,40,60,30,$0K,43,452,66,14,1,20,$0K,46
509,11/1/2012 12:00:00 AM,West,Small Market,Lemon,Herbal Tea,Washington,Decaf,40,60,40,$0K,47,834,68,13,1,44,$0K,24
702,11/1/2012 12:00:00 AM,West,Small Market,Mint,Herbal Tea,Nevada,Decaf,100,150,100,$0K,113,803,165,36,1,107,$0K,58
801,11/1/2012 12:00:00 AM,West,Small Market,Mint,Herbal Tea,Utah,Decaf,70,40,0,$0K,82,1804,40,25,1,-8,$0K,48
563,11/1/2012 12:00:00 AM,Central,Small Market,Amaretto,Coffee,Iowa,Regular,10,20,10,$0K,15,848,24,4,1,8,$0K,16
262,11/1/2012 12:00:00 AM,Central,Small Market,Amaretto,Coffee,Wisconsin,Regular,50,60,20,$0K,54,391,67,20,1,14,$0K,53
563,11/1/2012 12:00:00 AM,Central,Small Market,Colombian,Coffee,Iowa,Regular,20,40,20,$0K,29,1003,35,8,1,5,$0K,30
573,11/1/2012 12:00:00 AM,Central,Small Market,Colombian,Coffee,Missouri,Regular,80,100,40,$0K,82,601,102,31,1,38,$0K,64
262,11/1/2012 12:00:00 AM,Central,Small Market,Colombian,Coffee,Wisconsin,Regular,90,130,30,$0K,94,694,130,85,1,16,$0K,114
515,11/1/2012 12:00:00 AM,Central,Small Market,Caffe Mocha,Espresso,Iowa,Regular,20,50,40,$0K,22,802,34,6,1,16,$0K,18
314,11/1/2012 12:00:00 AM,Central,Small Market,Caffe Mocha,Espresso,Missouri,Regular,60,100,80,$0K,54,885,78,15,1,51,$0K,27
920,11/1/2012 12:00:00 AM,Central,Small Market,Caffe Mocha,Espresso,Wisconsin,Regular,90,110,70,$0K,75,1063,89,23,1,45,$0K,44
712,11/1/2012 12:00:00 AM,Central,Small Market,Darjeeling,Tea,Iowa,Regular,170,180,110,$0K,211,1778,212,59,1,129,$0K,83
417,11/1/2012 12:00:00 AM,Central,Small Market,Darjeeling,Tea,Missouri,Regular,20,40,10,$0K,35,248,47,11,1,9,$0K,38
262,11/1/2012 12:00:00 AM,Central,Small Market,Darjeeling,Tea,Wisconsin,Regular,40,50,20,$0K,49,454,71,15,1,33,$0K,38
319,11/1/2012 12:00:00 AM,Central,Small Market,Earl Grey,Tea,Iowa,Regular,200,250,130,$0K,245,1784,300,93,1,173,$1K,127
636,11/1/2012 12:00:00 AM,Central,Small Market,Earl Grey,Tea,Missouri,Regular,20,40,0,$0K,34,211,42,12,1,-3,$0K,45
715,11/1/2012 12:00:00 AM,Central,Small Market,Earl Grey,Tea,Wisconsin,Regular,50,70,0,$0K,61,613,86,55,1,2,$0K,84
314,11/1/2012 12:00:00 AM,Central,Small Market,Green Tea,Tea,Missouri,Regular,20,40,0,$0K,33,243,41,12,1,-4,$0K,45
603,11/1/2012 12:00:00 AM,East,Small Market,Amaretto,Coffee,New Hampshire,Regular,40,60,40,$0K,46,316,67,14,1,30,$0K,37
203,11/1/2012 12:00:00 AM,East,Small Market,Colombian,Coffee,Connecticut,Regular,110,180,130,$0K,130,1134,195,42,1,122,$0K,73
603,11/1/2012 12:00:00 AM,East,Small Market,Colombian,Coffee,New Hampshire,Regular,30,60,30,$0K,43,452,66,14,1,20,$0K,46
203,11/1/2012 12:00:00 AM,East,Small Market,Caffe Mocha,Espresso,Connecticut,Regular,60,80,10,$0K,61,613,86,55,1,2,$0K,84
603,11/1/2012 12:00:00 AM,East,Small Market,Caffe Mocha,Espresso,New Hampshire,Regular,40,60,10,$0K,44,325,62,40,1,-8,$0K,70
603,11/1/2012 12:00:00 AM,East,Small Market,Regular Espresso,Espresso,New Hampshire,Regular,30,40,0,$0K,34,211,42,12,1,-3,$0K,45
959,11/1/2012 12:00:00 AM,East,Small Market,Darjeeling,Tea,Connecticut,Regular,50,80,60,$0K,54,885,78,15,1,51,$0K,27
603,11/1/2012 12:00:00 AM,East,Small Market,Darjeeling,Tea,New Hampshire,Regular,10,30,20,$0K,15,848,24,4,1,8,$0K,16
203,11/1/2012 12:00:00 AM,East,Small Market,Green Tea,Tea,Connecticut,Regular,30,60,40,$0K,36,809,54,10,1,33,$0K,21
603,11/1/2012 12:00:00 AM,East,Small Market,Green Tea,Tea,New Hampshire,Regular,0,40,30,$0K,0,387,43,0,1,32,$0K,11
225,11/1/2012 12:00:00 AM,South,Small Market,Colombian,Coffee,Louisiana,Regular,50,80,60,$0K,47,834,68,13,1,44,$0K,24
505,11/1/2012 12:00:00 AM,South,Small Market,Colombian,Coffee,New Mexico,Regular,50,70,30,$0K,43,452,66,14,1,20,$0K,46
918,11/1/2012 12:00:00 AM,South,Small Market,Colombian,Coffee,Oklahoma,Regular,100,130,90,$0K,88,561,112,29,1,71,$0K,41
504,11/1/2012 12:00:00 AM,South,Small Market,Caffe Latte,Espresso,Louisiana,Regular,40,70,10,$0K,61,-906,86,55,1,1,$0K,85
505,11/1/2012 12:00:00 AM,South,Small Market,Caffe Latte,Espresso,New Mexico,Regular,20,30,-10,$0K,34,-522,42,12,1,-4,$0K,46
918,11/1/2012 12:00:00 AM,South,Small Market,Caffe Latte,Espresso,Oklahoma,Regular,80,100,60,$0K,102,-2003,143,31,1,89,$0K,54
225,11/1/2012 12:00:00 AM,South,Small Market,Caffe Mocha,Espresso,Louisiana,Regular,40,60,30,$0K,53,321,88,16,1,49,$0K,39
505,11/1/2012 12:00:00 AM,South,Small Market,Caffe Mocha,Espresso,New Mexico,Regular,30,50,0,$0K,44,325,62,40,1,-7,$0K,69
918,11/1/2012 12:00:00 AM,South,Small Market,Caffe Mocha,Espresso,Oklahoma,Regular,20,40,30,$0K,32,482,48,8,1,29,$0K,19
541,11/1/2012 12:00:00 AM,West,Small Market,Amaretto,Coffee,Oregon,Regular,60,80,10,$0K,52,509,73,47,1,-4,$0K,77
801,11/1/2012 12:00:00 AM,West,Small Market,Amaretto,Coffee,Utah,Regular,80,90,50,$0K,69,1060,81,21,1,39,$0K,42
775,11/1/2012 12:00:00 AM,West,Small Market,Colombian,Coffee,Nevada,Regular,30,50,10,$0K,33,243,41,12,1,-4,$0K,45
971,11/1/2012 12:00:00 AM,West,Small Market,Colombian,Coffee,Oregon,Regular,60,90,40,$0K,53,470,75,17,1,14,$0K,61
435,11/1/2012 12:00:00 AM,West,Small Market,Colombian,Coffee,Utah,Regular,60,80,50,$0K,53,380,71,17,1,27,$0K,44
425,11/1/2012 12:00:00 AM,West,Small Market,Colombian,Coffee,Washington,Regular,70,110,70,$0K,63,446,93,20,1,50,$0K,43
775,11/1/2012 12:00:00 AM,West,Small Market,Caffe Latte,Espresso,Nevada,Regular,0,40,30,$0K,0,387,43,0,1,31,$0K,12
541,11/1/2012 12:00:00 AM,West,Small Market,Caffe Latte,Espresso,Oregon,Regular,50,70,30,$0K,55,410,69,20,1,16,$0K,53
435,11/1/2012 12:00:00 AM,West,Small Market,Caffe Latte,Espresso,Utah,Regular,30,40,30,$0K,33,836,48,9,1,27,$0K,21
253,11/1/2012 12:00:00 AM,West,Small Market,Caffe Latte,Espresso,Washington,Regular,20,30,20,$0K,22,570,30,7,1,11,$0K,19
775,11/1/2012 12:00:00 AM,West,Small Market,Caffe Mocha,Espresso,Nevada,Regular,10,20,10,$0K,15,848,24,4,1,9,$0K,15
503,11/1/2012 12:00:00 AM,West,Small Market,Caffe Mocha,Espresso,Oregon,Regular,50,80,50,$0K,59,411,79,19,1,33,$0K,46
435,11/1/2012 12:00:00 AM,West,Small Market,Caffe Mocha,Espresso,Utah,Regular,90,130,90,$0K,101,552,130,33,1,85,$0K,45
425,11/1/2012 12:00:00 AM,West,Small Market,Caffe Mocha,Espresso,Washington,Regular,50,60,20,$0K,54,391,67,20,1,13,$0K,54
702,11/1/2012 12:00:00 AM,West,Small Market,Darjeeling,Tea,Nevada,Regular,160,220,140,$0K,228,1691,304,75,1,196,$1K,108
541,11/1/2012 12:00:00 AM,West,Small Market,Darjeeling,Tea,Oregon,Regular,20,30,30,$0K,32,482,48,8,1,28,$0K,20
435,11/1/2012 12:00:00 AM,West,Small Market,Darjeeling,Tea,Utah,Regular,30,40,-10,$0K,44,325,62,40,1,-7,$0K,69
425,11/1/2012 12:00:00 AM,West,Small Market,Darjeeling,Tea,Washington,Regular,30,70,50,$0K,53,321,88,16,1,49,$0K,39
702,11/1/2012 12:00:00 AM,West,Small Market,Earl Grey,Tea,Nevada,Regular,150,150,80,$0K,211,1778,212,59,1,128,$0K,84
971,11/1/2012 12:00:00 AM,West,Small Market,Earl Grey,Tea,Oregon,Regular,50,90,50,$0K,78,798,119,25,1,62,$0K,57
435,11/1/2012 12:00:00 AM,West,Small Market,Earl Grey,Tea,Utah,Regular,20,30,10,$0K,35,248,47,11,1,9,$0K,38
206,11/1/2012 12:00:00 AM,West,Small Market,Earl Grey,Tea,Washington,Regular,30,50,30,$0K,49,454,71,15,1,34,$0K,37
702,11/1/2012 12:00:00 AM,West,Small Market,Green Tea,Tea,Nevada,Regular,180,-180,-280,$0K,245,7653,-245,93,1,-340,$0K,127
971,11/1/2012 12:00:00 AM,West,Small Market,Green Tea,Tea,Oregon,Regular,70,100,70,$0K,102,666,143,31,1,89,$0K,54
801,11/1/2012 12:00:00 AM,West,Small Market,Green Tea,Tea,Utah,Regular,20,30,0,$0K,34,211,42,12,1,-3,$0K,45
206,11/1/2012 12:00:00 AM,West,Small Market,Green Tea,Tea,Washington,Regular,40,60,0,$0K,61,613,86,55,1,1,$0K,85
720,12/1/2012 12:00:00 AM,Central,Major Market,Decaf Irish Cream,Coffee,Colorado,Decaf,80,120,90,$0K,86,1003,124,24,1,88,$0K,36
630,12/1/2012 12:00:00 AM,Central,Major Market,Decaf Irish Cream,Coffee,Illinois,Decaf,120,180,130,$0K,127,830,185,40,1,122,$0K,63
419,12/1/2012 12:00:00 AM,Central,Major Market,Decaf Irish Cream,Coffee,Ohio,Decaf,40,70,10,$0K,47,521,65,42,1,-6,$0K,71
970,12/1/2012 12:00:00 AM,Central,Major Market,Decaf Espresso,Espresso,Colorado,Decaf,80,130,80,$0K,67,677,101,22,1,47,$0K,54
630,12/1/2012 12:00:00 AM,Central,Major Market,Decaf Espresso,Espresso,Illinois,Decaf,320,320,240,$1K,250,1820,251,70,1,157,$1K,94
740,12/1/2012 12:00:00 AM,Central,Major Market,Decaf Espresso,Espresso,Ohio,Decaf,50,80,40,$0K,46,422,57,17,1,6,$0K,51
303,12/1/2012 12:00:00 AM,Central,Major Market,Chamomile,Herbal Tea,Colorado,Decaf,140,140,80,$0K,153,1319,153,42,1,87,$0K,66
309,12/1/2012 12:00:00 AM,Central,Major Market,Chamomile,Herbal Tea,Illinois,Decaf,110,170,130,$0K,123,959,179,34,1,133,$0K,46
937,12/1/2012 12:00:00 AM,Central,Major Market,Chamomile,Herbal Tea,Ohio,Decaf,20,40,30,$0K,29,490,44,8,1,25,$0K,19
970,12/1/2012 12:00:00 AM,Central,Major Market,Lemon,Herbal Tea,Colorado,Decaf,40,60,0,$0K,47,521,65,42,1,-6,$0K,71
773,12/1/2012 12:00:00 AM,Central,Major Market,Lemon,Herbal Tea,Illinois,Decaf,40,50,30,$0K,43,531,56,14,1,29,$0K,27
